t,Hk,Hp,Hk+Hp,autocorr.re,autocorr.im
0.000000,2.002102,-3.859512,-1.857410,1.000000,0.000000
0.200000,1.837151,-3.694496,-1.857346,0.930566,0.364717
0.400000,1.780809,-3.638166,-1.857357,0.732617,0.679202
0.600000,1.751831,-3.609182,-1.857352,0.433460,0.899693
0.800000,1.730002,-3.587361,-1.857358,0.074440,0.995624
1.000000,1.722996,-3.580349,-1.857353,-0.294777,0.953750
1.200000,1.737659,-3.594993,-1.857333,-0.623110,0.779885
1.400000,1.724100,-3.581455,-1.857354,-0.865098,0.497981
1.600000,1.742615,-3.599976,-1.857361,-0.987346,0.147187
1.800000,1.749909,-3.607263,-1.857354,-0.972844,-0.223944
2.000000,1.729827,-3.587184,-1.857357,-0.823539,-0.564179
2.200000,1.752656,-3.610016,-1.857360,-0.560302,-0.826403
2.400000,1.771229,-3.628594,-1.857365,-0.219499,-0.974222
2.600000,1.786721,-3.644083,-1.857362,0.151762,-0.987221
2.800000,1.816486,-3.673838,-1.857352,0.502069,-0.863667
3.000000,1.805412,-3.662762,-1.857350,0.782811,-0.620575
3.200000,1.768925,-3.626274,-1.857350,0.955297,-0.291474
3.400000,1.758752,-3.616098,-1.857346,0.995635,0.077845
3.600000,1.733856,-3.591217,-1.857362,0.898133,0.436436
3.800000,1.734434,-3.591794,-1.857360,0.676312,0.734750
4.000000,1.796889,-3.654241,-1.857353,0.361143,0.931361
