t,Hk,Hp,Hk+Hp,autocorr.re,autocorr.im
0.000000,0.225776,-0.483598,-0.257822,1.000000,0.000000
0.500000,0.257682,-0.514915,-0.257234,0.980002,0.129279
1.000000,0.106671,-0.364412,-0.257741,0.947611,0.241351
1.500000,0.283857,-0.541554,-0.257698,0.916060,0.356904
2.000000,0.466631,-0.723701,-0.257070,0.859160,0.481058
2.500000,0.278639,-0.535781,-0.257142,0.775814,0.583936
3.000000,0.149167,-0.406954,-0.257787,0.694791,0.667292
3.500000,0.393626,-0.651134,-0.257508,0.608379,0.755716
4.000000,0.512980,-0.769867,-0.256887,0.494294,0.833422
4.500000,0.258982,-0.516234,-0.257252,0.373255,0.878784
5.000000,0.199997,-0.457824,-0.257828,0.263489,0.913330
5.500000,0.488470,-0.745778,-0.257307,0.141634,0.947699
6.000000,0.515579,-0.772389,-0.256810,0.003911,0.954469
6.500000,0.230979,-0.488357,-0.257378,-0.119833,0.933145
7.000000,0.259599,-0.517418,-0.257819,-0.232288,0.911164
7.500000,0.552504,-0.809656,-0.257152,-0.357514,0.878299
8.000000,0.486756,-0.743583,-0.256827,-0.477147,0.812544
8.500000,0.216074,-0.473596,-0.257522,-0.570240,0.734462
9.000000,0.331870,-0.589614,-0.257744,-0.658930,0.660444
9.500000,0.587171,-0.844211,-0.257040,-0.750738,0.566406
10.000000,0.445342,-0.702189,-0.256847,-0.816835,0.449076
10.500000,0.208325,-0.465970,-0.257645,-0.857540,0.338167
11.000000,0.406671,-0.664307,-0.257636,-0.899328,0.228626
11.500000,0.602355,-0.859225,-0.256870,-0.929371,0.098232
12.000000,0.379633,-0.636605,-0.256972,-0.924600,-0.033801
12.500000,0.206698,-0.464417,-0.257720,-0.906267,-0.147565
13.000000,0.456745,-0.714260,-0.257516,-0.888139,-0.265209
13.500000,0.601936,-0.858752,-0.256815,-0.844130,-0.392712
14.000000,0.339109,-0.596186,-0.257076,-0.772031,-0.500852
14.500000,0.237509,-0.495302,-0.257793,-0.701463,-0.590468
15.000000,0.527708,-0.784996,-0.257288,-0.624927,-0.686432
15.500000,0.553470,-0.810275,-0.256805,-0.520202,-0.772641
16.000000,0.258317,-0.515670,-0.257353,-0.406573,-0.827063
16.500000,0.254170,-0.511969,-0.257799,-0.302860,-0.870697
17.000000,0.542265,-0.799448,-0.257183,-0.185820,-0.914921
17.500000,0.496743,-0.753610,-0.256866,-0.051356,-0.932169
18.000000,0.217376,-0.474864,-0.257488,0.071001,-0.920821
18.500000,0.289694,-0.547474,-0.257779,0.183278,-0.908647
19.000000,0.559388,-0.816530,-0.257141,0.309181,-0.885432
19.500000,0.471463,-0.728292,-0.256829,0.431904,-0.828180
20.000000,0.206818,-0.464386,-0.257568,0.529909,-0.757828
20.500000,0.359274,-0.616984,-0.257710,0.624176,-0.691273
21.000000,0.588707,-0.845604,-0.256898,0.723005,-0.603706
21.500000,0.396494,-0.653429,-0.256934,0.797641,-0.491517
22.000000,0.187970,-0.445692,-0.257722,0.847698,-0.384691
22.500000,0.410455,-0.667970,-0.257515,0.899202,-0.278785
23.000000,0.535388,-0.792310,-0.256922,0.938982,-0.151281
23.500000,0.299376,-0.556531,-0.257154,0.944077,-0.019584
24.000000,0.174549,-0.432324,-0.257775,0.935304,0.095450
24.500000,0.413263,-0.670726,-0.257463,0.927087,0.215328
25.000000,0.496630,-0.753582,-0.256952,0.892889,0.346585
25.500000,0.238798,-0.496078,-0.257280,0.830184,0.459704
26.000000,0.185556,-0.443387,-0.257830,0.767351,0.554808
26.500000,0.446664,-0.703994,-0.257329,0.697915,0.657390
27.000000,0.466236,-0.723185,-0.256949,0.598827,0.751970
27.500000,0.186838,-0.444354,-0.257516,0.489805,0.816118
28.000000,0.200587,-0.458389,-0.257802,0.389716,0.869422
28.500000,0.449982,-0.707280,-0.257298,0.275444,0.923532
29.000000,0.436683,-0.693583,-0.256900,0.141043,0.951091
29.500000,0.169612,-0.427152,-0.257540,0.017429,0.950911
30.000000,0.250655,-0.508428,-0.257773,-0.097498,0.949396
