t,Hk,Hp,Hk+Hp,autocorr.re,autocorr.im
0.0,0.500081,-1.000259,-0.500177,1.0,0.0
0.2,0.500173,-1.000338,-0.500165,0.994999,0.099872
0.4,0.500229,-1.000394,-0.500165,0.980047,0.198746
0.6,0.500275,-1.00044,-0.500165,0.955295,0.295632
0.8,0.500293,-1.000458,-0.500165,0.920989,0.389562
1.0,0.500328,-1.000493,-0.500165,0.877473,0.479597
1.2,0.500382,-1.000547,-0.500165,0.825182,0.564835
1.4,0.500377,-1.000542,-0.500165,0.764639,0.644424
1.6,0.500296,-1.000461,-0.500165,0.696449,0.717569
1.8,0.500467,-1.000632,-0.500165,0.621295,0.783537
2.0,0.500636,-1.000801,-0.500165,0.539928,0.841669
2.2,0.500597,-1.000762,-0.500165,0.453162,0.891384
2.4,0.500365,-1.000529,-0.500165,0.361864,0.932184
2.6,0.500101,-1.000266,-0.500165,0.266947,0.963662
2.8,0.499947,-1.000112,-0.500165,0.169362,0.985501
3.0,0.499936,-1.000102,-0.500165,0.070082,0.997485
3.2,0.500119,-1.000284,-0.500165,-0.029897,0.999493
3.4,0.50045,-1.000616,-0.500166,-0.129576,0.991505
3.6,0.500804,-1.000969,-0.500165,-0.22796,0.973601
3.8,0.501223,-1.001389,-0.500166,-0.324064,0.945961
4.0,0.501611,-1.001776,-0.500165,-0.416926,0.90886
4.2,0.501866,-1.002032,-0.500165,-0.505618,0.86267
4.4,0.502169,-1.002334,-0.500165,-0.589252,0.807852
4.6,0.502275,-1.00244,-0.500165,-0.666994,0.744954
4.8,0.502205,-1.002369,-0.500165,-0.738064,0.674606
5.0,0.502184,-1.002349,-0.500165,-0.801754,0.597512
5.2,0.502057,-1.002222,-0.500165,-0.857425,0.514443
5.4,0.501722,-1.001886,-0.500164,-0.90452,0.426229
5.6,0.501262,-1.001426,-0.500164,-0.942569,0.333752
5.8,0.50082,-1.000985,-0.500164,-0.97119,0.237939
6.0,0.500486,-1.000651,-0.500165,-0.990098,0.139745
6.2,0.500091,-1.000255,-0.500164,-0.999103,0.040153
6.4,0.499577,-0.999741,-0.500164,-0.998117,-0.05984
6.6,0.498966,-0.99913,-0.500164,-0.987147,-0.159234
6.8,0.49829,-0.998454,-0.500164,-0.966305,-0.257036
7.0,0.49782,-0.997985,-0.500165,-0.9358,-0.352268
7.2,0.497445,-0.997609,-0.500165,-0.895935,-0.443977
7.4,0.497099,-0.997263,-0.500165,-0.847111,-0.531245
7.6,0.496884,-0.997049,-0.500165,-0.789813,-0.6132
7.8,0.496583,-0.996748,-0.500165,-0.724617,-0.689022
8.0,0.496128,-0.996293,-0.500164,-0.652175,-0.757954
8.2,0.49577,-0.995935,-0.500165,-0.57321,-0.819305
8.4,0.495462,-0.995627,-0.500165,-0.488512,-0.872461
8.6,0.495167,-0.995332,-0.500165,-0.398929,-0.916891
8.8,0.494889,-0.995053,-0.500165,-0.305355,-0.952152
9.0,0.494815,-0.994981,-0.500165,-0.208728,-0.97789
9.2,0.494965,-0.995131,-0.500165,-0.110013,-0.993848
9.4,0.495138,-0.995304,-0.500165,-0.010197,-0.999867
9.6,0.495336,-0.995502,-0.500165,0.08972,-0.995886
9.8,0.495544,-0.995709,-0.500165,0.188739,-0.981945
10.0,0.495775,-0.99594,-0.500165,0.285871,-0.958182
10.2,0.496104,-0.99627,-0.500165,0.380144,-0.924837
10.4,0.49635,-0.996516,-0.500165,0.470616,-0.882242
10.6,0.496404,-0.996569,-0.500165,0.556381,-0.830824
10.8,0.496496,-0.996661,-0.500165,0.636582,-0.771096
11.0,0.49654,-0.996705,-0.500165,0.710416,-0.703657
11.2,0.496595,-0.99676,-0.500165,0.777146,-0.629181
11.4,0.496828,-0.996993,-0.500165,0.836103,-0.548412
11.6,0.497205,-0.997371,-0.500165,0.886698,-0.462159
11.8,0.497539,-0.997705,-0.500165,0.928424,-0.371283
12.0,0.49779,-0.997955,-0.500165,0.960865,-0.276693
12.2,0.498099,-0.998264,-0.500166,0.983697,-0.179336
12.4,0.498522,-0.998687,-0.500165,0.996691,-0.080186
12.6,0.498955,-0.99912,-0.500166,0.999716,0.019767
