t,Hk,Hp,Hk+Hp,autocorr.re,autocorr.im
0.000000,2.002102,-3.803268,-1.801166,1.000000,0.000000
0.200000,1.788491,-3.589620,-1.801129,0.933695,0.355369
0.400000,1.713755,-3.514894,-1.801139,0.744925,0.664401
0.600000,1.674542,-3.475680,-1.801137,0.458386,0.885948
0.800000,1.645809,-3.446952,-1.801144,0.111713,0.990736
1.000000,1.634866,-3.436005,-1.801139,-0.249479,0.965011
1.200000,1.652487,-3.453603,-1.801117,-0.577661,0.812204
1.400000,1.633882,-3.435023,-1.801141,-0.829574,0.552228
1.600000,1.658122,-3.459270,-1.801148,-0.972212,0.219583
1.800000,1.668824,-3.469965,-1.801141,-0.986615,-0.141920
2.000000,1.641493,-3.442638,-1.801145,-0.870784,-0.484929
2.200000,1.669700,-3.470847,-1.801147,-0.640361,-0.764201
2.400000,1.695303,-3.496453,-1.801150,-0.325572,-0.942774
2.600000,1.715744,-3.516893,-1.801149,0.032236,-0.997207
2.800000,1.755064,-3.556203,-1.801140,0.385880,-0.920449
3.000000,1.745935,-3.547071,-1.801136,0.688548,-0.722450
3.200000,1.697253,-3.498389,-1.801136,0.900692,-0.429082
3.400000,1.685399,-3.486529,-1.801130,0.994313,-0.079440
3.600000,1.649221,-3.450370,-1.801149,0.956892,0.280758
3.800000,1.640180,-3.441328,-1.801147,0.793420,0.604214
4.000000,1.726176,-3.527316,-1.801139,0.525926,0.848045
