nT,xi1,xi2
10.0,0.15214936009317837,0.14688062870093405
17.78279410038923,0.14888329811257234,0.14527032335220563
31.622776601683793,0.1339907830049088,0.1313642998550933
56.23413251903491,0.10371138894358434,0.10235341097419894
100.0,0.07456581168464911,0.07390380223910292
177.82794100389228,0.05095680985959336,0.0506321924818937
316.22776601683796,0.029837092781582766,0.029656134291394253
562.341325190349,0.0037001156024539113,0.0031915470617844997
1000.0,0.0032387126453245325,0.003060707366687923
1778.2794100389228,0.003359213856963546,0.0033059150534743937
3162.2776601683795,0.0034036086748272885,0.003387048985348524
5623.413251903491,0.0034175516306937507,0.0034123435685057962
10000.0,0.003424664629768729,0.0034230213315428254
17782.794100389227,0.0034264703043029475,0.003425950967513966
31622.776601683792,0.0034267176546602866,0.0034265534485051685
56234.13251903491,0.0034264800114513294,0.003426428084256808
100000.0,0.003426615681637987,0.0034265992613660024
