t,Hk,Hp,Hk+Hp,autocorr.re,autocorr.im
0.000000,2.002102,-4.005360,-2.003258,1.000000,0.000000
0.200000,2.005898,-4.008775,-2.002878,0.920784,0.390069
0.400000,2.007513,-4.010399,-2.002887,0.695687,0.718340
0.600000,2.009084,-4.011960,-2.002876,0.360372,0.932802
0.800000,2.007484,-4.010357,-2.002873,-0.032036,0.999479
1.000000,2.010182,-4.013058,-2.002876,-0.419368,0.907806
1.200000,2.011409,-4.014287,-2.002877,-0.740258,0.672308
1.400000,2.010521,-4.013397,-2.002877,-0.943868,0.330294
1.600000,2.006937,-4.009814,-2.002877,-0.997938,-0.064049
1.800000,2.004505,-4.007381,-2.002876,-0.893903,-0.448245
2.000000,2.002753,-4.005629,-2.002876,-0.648245,-0.761425
2.200000,2.003038,-4.005918,-2.002880,-0.299883,-0.953971
2.400000,2.002702,-4.005577,-2.002876,0.095989,-0.995379
2.600000,2.004332,-4.007210,-2.002878,0.476653,-0.879087
2.800000,2.006777,-4.009654,-2.002877,0.781801,-0.623519
3.000000,2.008959,-4.011835,-2.002876,0.963086,-0.269167
3.200000,2.009255,-4.012131,-2.002876,0.991789,0.127830
3.400000,2.011709,-4.014587,-2.002878,0.863359,0.504574
3.600000,2.012783,-4.015658,-2.002875,0.598146,0.801378
3.800000,2.011509,-4.014380,-2.002871,0.238168,0.971218
4.000000,2.008364,-4.011241,-2.002877,-0.159544,0.987186
