t,Hk,Hp,Hk+Hp,autocorr.re,autocorr.im
0.0,0.500081,-0.999438,-0.499356,1.0,0.0
0.2,0.499447,-0.998797,-0.49935,0.995014,0.099715
0.4,0.49919,-0.998541,-0.49935,0.980109,0.198437
0.6,0.499005,-0.998355,-0.49935,0.955434,0.295181
0.8,0.498835,-0.998185,-0.49935,0.921234,0.388982
1.0,0.498711,-0.998061,-0.49935,0.87785,0.478906
1.2,0.498628,-0.997978,-0.499351,0.825714,0.564055
1.4,0.498501,-0.997852,-0.49935,0.765348,0.643581
1.6,0.498315,-0.997665,-0.499351,0.697352,0.716691
1.8,0.498388,-0.997739,-0.499351,0.622404,0.782655
2.0,0.498469,-0.997819,-0.499351,0.541251,0.840817
2.2,0.498357,-0.997708,-0.49935,0.454704,0.890597
2.4,0.498053,-0.997403,-0.49935,0.363623,0.931497
2.6,0.497736,-0.997086,-0.49935,0.268918,0.963111
2.8,0.497515,-0.996865,-0.499351,0.171532,0.985123
3.0,0.497462,-0.996813,-0.499351,0.072436,0.997315
3.2,0.497609,-0.99696,-0.499351,-0.027381,0.999563
3.4,0.497874,-0.997225,-0.499351,-0.126925,0.991846
3.6,0.498198,-0.997549,-0.499351,-0.225203,0.974241
3.8,0.498589,-0.99794,-0.499351,-0.321235,0.946924
4.0,0.498955,-0.998306,-0.499351,-0.414064,0.910167
4.2,0.499201,-0.998552,-0.499351,-0.502764,0.864335
4.4,0.499471,-0.998822,-0.499351,-0.586451,0.809887
4.6,0.499525,-0.998876,-0.499351,-0.664292,0.747363
4.8,0.499445,-0.998795,-0.49935,-0.73551,0.677389
5.0,0.499431,-0.998781,-0.499351,-0.799395,0.600662
5.2,0.499302,-0.998653,-0.49935,-0.85531,0.517948
5.4,0.498973,-0.998323,-0.49935,-0.902697,0.43007
5.6,0.498528,-0.997878,-0.49935,-0.941084,0.337905
5.8,0.498115,-0.997465,-0.49935,-0.970088,0.242371
6.0,0.497803,-0.997154,-0.49935,-0.98942,0.144421
6.2,0.497412,-0.996762,-0.49935,-0.998888,0.045031
6.4,0.496895,-0.996245,-0.49935,-0.998397,-0.054808
6.6,0.496242,-0.995592,-0.49935,-0.987952,-0.1541
6.8,0.495517,-0.994867,-0.49935,-0.967656,-0.251857
7.0,0.495067,-0.994417,-0.49935,-0.937715,-0.347102
7.2,0.494708,-0.994058,-0.49935,-0.898424,-0.438887
7.4,0.494383,-0.993734,-0.49935,-0.850177,-0.526295
7.6,0.494198,-0.993548,-0.49935,-0.793453,-0.608456
7.8,0.49393,-0.99328,-0.49935,-0.728819,-0.684552
8.0,0.493498,-0.992848,-0.49935,-0.656919,-0.753822
8.2,0.493158,-0.992508,-0.49935,-0.57847,-0.815576
8.4,0.492891,-0.992241,-0.49935,-0.494254,-0.869199
8.6,0.492629,-0.991979,-0.49935,-0.405109,-0.914155
8.8,0.492376,-0.991727,-0.49935,-0.311926,-0.949998
9.0,0.492327,-0.991678,-0.499351,-0.215633,-0.97637
9.2,0.492514,-0.991865,-0.499351,-0.11719,-0.993007
9.4,0.492719,-0.99207,-0.499351,-0.017578,-0.999744
9.6,0.492964,-0.992315,-0.499351,0.082208,-0.996514
9.8,0.493211,-0.992562,-0.499351,0.181174,-0.983348
10.0,0.493509,-0.99286,-0.499351,0.278335,-0.960378
10.2,0.493913,-0.993264,-0.499351,0.37272,-0.927833
10.4,0.49421,-0.993561,-0.499351,0.46339,-0.886038
10.6,0.494297,-0.993647,-0.499351,0.54944,-0.835409
10.8,0.494333,-0.993683,-0.499351,0.630013,-0.776451
11.0,0.494379,-0.99373,-0.499351,0.704304,-0.709751
11.2,0.494445,-0.993796,-0.499351,0.771574,-0.635976
11.4,0.49469,-0.994041,-0.499351,0.831152,-0.55586
11.6,0.495067,-0.994418,-0.499351,0.882442,-0.470203
11.8,0.49539,-0.994741,-0.499351,0.924935,-0.379857
12.0,0.495578,-0.994929,-0.499351,0.958206,-0.285723
12.2,0.495856,-0.995207,-0.499351,0.981925,-0.188741
12.4,0.496214,-0.995565,-0.499351,0.995853,-0.089876
12.6,0.49657,-0.995921,-0.499351,0.999853,0.009884
