t,Hk,Hp,Hk+Hp,autocorr.re,autocorr.im
0.000000,0.232722,-0.480876,-0.248154,1.000000,0.000000
0.500000,0.245245,-0.491615,-0.246370,0.988021,0.123814
1.000000,0.153885,-0.400897,-0.247012,0.960164,0.240209
1.500000,0.160280,-0.408009,-0.247730,0.924201,0.351249
2.000000,0.284374,-0.531646,-0.247272,0.877143,0.462954
2.500000,0.358166,-0.604389,-0.246223,0.811339,0.571252
3.000000,0.283177,-0.529229,-0.246051,0.728791,0.665836
3.500000,0.175201,-0.422322,-0.247121,0.639446,0.745035
4.000000,0.207210,-0.454915,-0.247705,0.546138,0.816012
4.500000,0.341228,-0.588173,-0.246944,0.442048,0.880515
5.000000,0.385521,-0.631439,-0.245918,0.324893,0.929900
5.500000,0.284867,-0.530960,-0.246093,0.203603,0.958271
6.000000,0.185470,-0.432694,-0.247225,0.086031,0.971518
6.500000,0.246534,-0.494232,-0.247697,-0.031316,0.976053
7.000000,0.376426,-0.623017,-0.246591,-0.154296,0.967861
7.500000,0.396133,-0.641855,-0.245722,-0.277718,0.938798
8.000000,0.278480,-0.524713,-0.246232,-0.391462,0.891104
8.500000,0.200522,-0.447825,-0.247303,-0.494471,0.834265
9.000000,0.282404,-0.529902,-0.247498,-0.593497,0.770110
9.500000,0.409617,-0.656052,-0.246435,-0.688911,0.690930
10.000000,0.394758,-0.640398,-0.245641,-0.771371,0.594743
10.500000,0.267168,-0.513470,-0.246302,-0.835202,0.490515
11.000000,0.213516,-0.461011,-0.247495,-0.886387,0.385208
11.500000,0.324595,-0.571926,-0.247331,-0.930482,0.274711
12.000000,0.423780,-0.669943,-0.246163,-0.961788,0.153928
12.500000,0.369889,-0.615609,-0.245720,-0.971885,0.028212
13.000000,0.236762,-0.483355,-0.246593,-0.963230,-0.092324
13.500000,0.213095,-0.460717,-0.247622,-0.944638,-0.207092
14.000000,0.335813,-0.582968,-0.247155,-0.916261,-0.323027
14.500000,0.418395,-0.664510,-0.246115,-0.870048,-0.439324
15.000000,0.357065,-0.602784,-0.245719,-0.803952,-0.546008
15.500000,0.229954,-0.476639,-0.246685,-0.726981,-0.638106
16.000000,0.234778,-0.482410,-0.247632,-0.645405,-0.721246
16.500000,0.374751,-0.621627,-0.246876,-0.553800,-0.799761
17.000000,0.435670,-0.681359,-0.245689,-0.447014,-0.867166
17.500000,0.311270,-0.557122,-0.245852,-0.331437,-0.915053
18.000000,0.200261,-0.447342,-0.247081,-0.216736,-0.945425
18.500000,0.239477,-0.487124,-0.247648,-0.102250,-0.966488
19.000000,0.364824,-0.611756,-0.246932,0.018649,-0.977197
19.500000,0.392225,-0.638117,-0.245892,0.144541,-0.968628
20.000000,0.280895,-0.527071,-0.246176,0.264974,-0.939188
20.500000,0.184309,-0.431601,-0.247292,0.375383,-0.897598
21.000000,0.248182,-0.495676,-0.247494,0.481548,-0.848609
21.500000,0.361702,-0.608329,-0.246627,0.586775,-0.786225
22.000000,0.364319,-0.610292,-0.245973,0.683186,-0.705020
22.500000,0.248345,-0.494595,-0.246250,0.762788,-0.611011
23.000000,0.177579,-0.424987,-0.247408,0.828349,-0.513794
23.500000,0.252148,-0.499660,-0.247512,0.887054,-0.412124
24.000000,0.367254,-0.613929,-0.246675,0.935901,-0.298941
24.500000,0.343078,-0.588862,-0.245784,0.965946,-0.176262
25.000000,0.221112,-0.467700,-0.246589,0.975459,-0.055002
25.500000,0.179912,-0.427521,-0.247608,0.972342,0.061394
26.000000,0.287525,-0.535095,-0.247569,0.960569,0.179213
26.500000,0.393435,-0.639832,-0.246397,0.933196,0.300892
27.000000,0.361432,-0.607377,-0.245945,0.884729,0.417535
27.500000,0.230053,-0.476596,-0.246544,0.821591,0.521468
28.000000,0.198080,-0.445695,-0.247615,0.752495,0.615327
28.500000,0.316527,-0.563814,-0.247286,0.674381,0.705513
29.000000,0.407480,-0.653499,-0.246019,0.580276,0.788280
29.500000,0.350066,-0.595909,-0.245843,0.472696,0.853701
30.000000,0.224686,-0.471405,-0.246720,0.361803,0.900893
