t,Hk,Hp,Hk+Hp,autocorr.re,autocorr.im
0.0,0.50377,-0.99452,-0.49075,1.0,0.0
0.2,0.496546,-0.987132,-0.490586,0.995108,0.098365
0.4,0.493653,-0.984253,-0.4906,0.980578,0.195794
0.6,0.491537,-0.982146,-0.490609,0.95653,0.291326
0.8,0.489841,-0.980454,-0.490613,0.923198,0.384029
1.0,0.488373,-0.978991,-0.490618,0.880903,0.473005
1.2,0.487103,-0.977717,-0.490614,0.830058,0.557386
1.4,0.485909,-0.976529,-0.49062,0.771153,0.636356
1.6,0.4852,-0.975824,-0.490623,0.704765,0.709147
1.8,0.484439,-0.975058,-0.490619,0.631537,0.775048
2.0,0.48335,-0.973973,-0.490623,0.552176,0.83342
2.2,0.482308,-0.972925,-0.490617,0.467454,0.883698
2.4,0.481262,-0.971887,-0.490625,0.378191,0.925395
2.6,0.480765,-0.971396,-0.490631,0.285259,0.958109
2.8,0.480579,-0.971208,-0.490629,0.189561,0.981519
3.0,0.48048,-0.971115,-0.490635,0.092025,0.995397
3.2,0.480703,-0.97134,-0.490637,-0.006402,0.99961
3.4,0.481082,-0.971716,-0.490635,-0.10476,0.994118
3.6,0.481379,-0.972015,-0.490636,-0.202095,0.978969
3.8,0.481409,-0.97203,-0.490621,-0.297463,0.954313
4.0,0.481138,-0.971765,-0.490627,-0.389942,0.920385
4.2,0.481018,-0.97165,-0.490631,-0.478632,0.877521
4.4,0.480913,-0.971545,-0.490631,-0.56267,0.826137
4.6,0.480528,-0.971151,-0.490623,-0.641238,0.766732
4.8,0.479901,-0.970526,-0.490625,-0.713576,0.699879
5.0,0.479468,-0.970097,-0.490629,-0.778981,0.62623
5.2,0.47905,-0.969669,-0.49062,-0.836817,0.546503
5.4,0.478375,-0.968988,-0.490613,-0.886521,0.461469
5.6,0.477148,-0.96776,-0.490612,-0.927611,0.371954
5.8,0.475232,-0.965854,-0.490622,-0.959687,0.27882
6.0,0.474374,-0.964994,-0.490621,-0.982447,0.182981
6.2,0.473648,-0.964271,-0.490622,-0.995665,0.085369
6.4,0.473116,-0.963744,-0.490628,-0.999212,-0.01307
6.6,0.472881,-0.963507,-0.490626,-0.993053,-0.111377
6.8,0.472269,-0.96289,-0.490621,-0.977246,-0.208599
7.0,0.471473,-0.962099,-0.490626,-0.951944,-0.303794
7.2,0.471027,-0.961654,-0.490627,-0.917397,-0.396033
7.4,0.470512,-0.961137,-0.490625,-0.873936,-0.484423
7.6,0.469932,-0.960557,-0.490626,-0.821983,-0.568107
7.8,0.469923,-0.960561,-0.490638,-0.762048,-0.646274
8.0,0.470082,-0.960717,-0.490635,-0.694711,-0.718161
8.2,0.470459,-0.961096,-0.490636,-0.620629,-0.783069
8.4,0.470852,-0.961492,-0.49064,-0.540518,-0.840367
8.6,0.471854,-0.962501,-0.490647,-0.455155,-0.889502
8.8,0.472706,-0.963351,-0.490645,-0.365373,-0.929992
9.0,0.473494,-0.964135,-0.490641,-0.272045,-0.961446
9.2,0.473302,-0.963933,-0.490631,-0.176071,-0.983552
9.4,0.473222,-0.963851,-0.49063,-0.078382,-0.996106
9.6,0.47326,-0.963896,-0.490636,0.02007,-0.998982
9.8,0.473546,-0.964183,-0.490637,0.118326,-0.992156
10.0,0.474092,-0.964733,-0.490641,0.215431,-0.975691
10.2,0.47407,-0.964705,-0.490635,0.310441,-0.949743
10.4,0.47413,-0.964764,-0.490634,0.40244,-0.914567
10.6,0.474145,-0.964778,-0.490633,0.490528,-0.870507
10.8,0.473922,-0.964551,-0.490629,0.573852,-0.817987
11.0,0.473441,-0.964057,-0.490615,0.651601,-0.757518
11.2,0.472625,-0.963247,-0.490622,0.723023,-0.689686
11.4,0.471885,-0.962521,-0.490636,0.787427,-0.615147
11.6,0.474498,-0.965145,-0.490647,0.844192,-0.534645
11.8,0.475528,-0.966172,-0.490644,0.892748,-0.448948
12.0,0.476334,-0.966975,-0.49064,0.93263,-0.358888
12.2,0.477044,-0.967684,-0.49064,0.963452,-0.265339
12.4,0.477688,-0.968329,-0.490642,0.984915,-0.169209
12.6,0.478135,-0.96878,-0.490646,0.99681,-0.071432
