t,Hk,Hp,Hk+Hp,autocorr.re,autocorr.im
0.0,0.50063,-1.001209,-0.500579,1.0,0.0
0.2,0.500807,-1.001365,-0.500558,0.994989,0.099966
0.4,0.501051,-1.001609,-0.500558,0.980009,0.198932
0.6,0.501237,-1.001795,-0.500558,0.95521,0.295905
0.8,0.501367,-1.001925,-0.500558,0.92084,0.389913
1.0,0.501498,-1.002056,-0.500557,0.877244,0.480014
1.2,0.501636,-1.002194,-0.500558,0.824858,0.565306
1.4,0.501706,-1.002263,-0.500557,0.764208,0.644934
1.6,0.501686,-1.002244,-0.500558,0.695902,0.718099
1.8,0.501917,-1.002476,-0.500558,0.620622,0.784069
2.0,0.502142,-1.0027,-0.500558,0.539125,0.842182
2.2,0.502148,-1.002705,-0.500558,0.452226,0.891858
2.4,0.501958,-1.002515,-0.500557,0.360797,0.932596
2.6,0.501725,-1.002282,-0.500557,0.265753,0.963991
2.8,0.501609,-1.002166,-0.500558,0.168046,0.985725
3.0,0.501624,-1.002182,-0.500558,0.068656,0.997584
3.2,0.50183,-1.002387,-0.500558,-0.031421,0.999446
3.4,0.502201,-1.002759,-0.500559,-0.131182,0.991293
3.6,0.502574,-1.003133,-0.500558,-0.22963,0.973207
3.8,0.503012,-1.003571,-0.500559,-0.325776,0.945371
4.0,0.503413,-1.003971,-0.500558,-0.418657,0.908062
4.2,0.503674,-1.004232,-0.500558,-0.507343,0.861654
4.4,0.503999,-1.004557,-0.500558,-0.590944,0.806612
4.6,0.504135,-1.004693,-0.500557,-0.668625,0.743487
4.8,0.504069,-1.004626,-0.500556,-0.739606,0.672913
5.0,0.504048,-1.004605,-0.500557,-0.803175,0.595597
5.2,0.503923,-1.00448,-0.500557,-0.858697,0.512313
5.4,0.503582,-1.004138,-0.500556,-0.905614,0.423896
5.6,0.503112,-1.003668,-0.500557,-0.943457,0.331232
5.8,0.502652,-1.003209,-0.500556,-0.971845,0.235249
6.0,0.502305,-1.002862,-0.500557,-0.990495,0.136909
6.2,0.501908,-1.002464,-0.500556,-0.999219,0.037196
6.4,0.501396,-1.001952,-0.500556,-0.997931,-0.062889
6.6,0.500808,-1.001364,-0.500556,-0.986644,-0.162344
6.8,0.500158,-1.000714,-0.500556,-0.96547,-0.260172
7.0,0.499677,-1.000234,-0.500557,-0.934622,-0.355394
7.2,0.499292,-0.999849,-0.500556,-0.89441,-0.447054
7.4,0.498934,-0.99949,-0.500557,-0.845235,-0.534235
7.6,0.4987,-0.999257,-0.500557,-0.787591,-0.616063
7.8,0.498381,-0.998937,-0.500557,-0.722055,-0.691718
8.0,0.49791,-0.998466,-0.500556,-0.649284,-0.760442
8.2,0.497539,-0.998096,-0.500557,-0.570007,-0.821546
8.4,0.497208,-0.997765,-0.500557,-0.485019,-0.874418
8.6,0.496893,-0.99745,-0.500557,-0.395171,-0.918527
8.8,0.496596,-0.997153,-0.500557,-0.301363,-0.953433
9.0,0.496507,-0.997065,-0.500558,-0.204535,-0.978786
9.2,0.496637,-0.997195,-0.500558,-0.105658,-0.994331
9.4,0.496789,-0.997347,-0.500558,-0.005722,-0.999913
9.6,0.49696,-0.997519,-0.500559,0.094271,-0.995475
9.8,0.497144,-0.997701,-0.500558,0.193319,-0.981063
10.0,0.497333,-0.997891,-0.500558,0.290431,-0.956819
10.2,0.497621,-0.998179,-0.500558,0.384633,-0.922989
10.4,0.497837,-0.998395,-0.500558,0.47498,-0.87991
10.6,0.49787,-0.998427,-0.500558,0.560569,-0.828014
10.8,0.497993,-0.998551,-0.500558,0.640541,-0.767821
11.0,0.498035,-0.998592,-0.500558,0.714095,-0.699935
11.2,0.498082,-0.99864,-0.500557,0.780493,-0.625036
11.4,0.498311,-0.998869,-0.500558,0.839071,-0.543874
11.6,0.49869,-0.999248,-0.500558,0.88924,-0.457262
11.8,0.499032,-0.99959,-0.500558,0.930499,-0.366068
12.0,0.499319,-0.999877,-0.500558,0.962434,-0.271206
12.2,0.499646,-1.000205,-0.500559,0.984726,-0.173626
12.4,0.50011,-1.000669,-0.500559,0.99715,-0.074307
12.6,0.500591,-1.001149,-0.500559,0.999583,0.025758
