t,Hk,Hp,Hk+Hp,autocorr.re,autocorr.im
0.000000,0.251245,-0.472620,-0.221375,1.000000,0.000000
0.500000,0.233463,-0.454028,-0.220565,0.993509,0.112296
1.000000,0.224663,-0.445230,-0.220568,0.974461,0.223112
1.500000,0.217740,-0.438379,-0.220639,0.943112,0.331029
2.000000,0.218710,-0.439330,-0.220620,0.899908,0.434741
2.500000,0.226523,-0.447296,-0.220773,0.845358,0.533018
3.000000,0.238067,-0.458828,-0.220761,0.780071,0.624623
3.500000,0.243308,-0.463664,-0.220357,0.704821,0.708312
4.000000,0.237226,-0.457768,-0.220542,0.620582,0.782960
4.500000,0.226251,-0.446698,-0.220447,0.528526,0.847573
5.000000,0.218720,-0.439274,-0.220555,0.429863,0.901404
5.500000,0.220872,-0.441635,-0.220763,0.325827,0.943851
6.000000,0.231921,-0.452662,-0.220741,0.217655,0.974423
6.500000,0.244799,-0.465437,-0.220638,0.106654,0.992658
7.000000,0.249428,-0.469924,-0.220496,-0.005773,0.998235
7.500000,0.245579,-0.466052,-0.220472,-0.118104,0.991070
8.000000,0.234843,-0.455406,-0.220563,-0.228836,0.971295
8.500000,0.226795,-0.447280,-0.220484,-0.336559,0.939248
9.000000,0.226592,-0.447405,-0.220813,-0.440007,0.895374
9.500000,0.235039,-0.455805,-0.220766,-0.537940,0.840190
10.000000,0.242818,-0.463417,-0.220598,-0.629111,0.774307
10.500000,0.242470,-0.462886,-0.220417,-0.712289,0.698515
11.000000,0.235260,-0.455542,-0.220282,-0.786345,0.613825
11.500000,0.224644,-0.445021,-0.220378,-0.850326,0.521382
12.000000,0.215005,-0.435402,-0.220397,-0.903469,0.422409
12.500000,0.215380,-0.436245,-0.220865,-0.945231,0.318134
13.000000,0.221706,-0.442440,-0.220733,-0.975065,0.209814
13.500000,0.228480,-0.449146,-0.220666,-0.992538,0.098740
14.000000,0.229658,-0.450246,-0.220588,-0.997349,-0.013650
14.500000,0.223312,-0.443820,-0.220508,-0.989418,-0.125843
15.000000,0.210816,-0.431433,-0.220617,-0.968885,-0.236342
15.500000,0.203047,-0.423805,-0.220758,-0.936129,-0.343763
16.000000,0.204062,-0.424845,-0.220784,-0.891579,-0.446816
16.500000,0.211428,-0.432262,-0.220834,-0.835748,-0.544275
17.000000,0.219180,-0.439971,-0.220791,-0.769266,-0.634889
17.500000,0.221024,-0.441703,-0.220679,-0.692931,-0.717432
18.000000,0.213073,-0.433553,-0.220479,-0.607757,-0.790769
18.500000,0.203370,-0.423907,-0.220537,-0.514920,-0.853989
19.000000,0.198359,-0.419023,-0.220663,-0.415640,-0.906356
19.500000,0.201524,-0.422408,-0.220883,-0.311130,-0.947281
20.000000,0.210821,-0.431666,-0.220845,-0.202649,-0.976256
20.500000,0.220680,-0.441378,-0.220698,-0.091503,-0.992848
21.000000,0.222401,-0.443061,-0.220659,0.020858,-0.996766
21.500000,0.215911,-0.436433,-0.220522,0.132908,-0.987937
22.000000,0.205329,-0.425834,-0.220505,0.243173,-0.966537
22.500000,0.199901,-0.420596,-0.220694,0.350287,-0.932934
23.000000,0.203524,-0.424432,-0.220908,0.452964,-0.887571
23.500000,0.213543,-0.434299,-0.220756,0.549953,-0.830973
24.000000,0.222222,-0.443178,-0.220956,0.640025,-0.763747
24.500000,0.225568,-0.446083,-0.220515,0.721928,-0.686726
25.000000,0.219705,-0.440333,-0.220628,0.794584,-0.600937
25.500000,0.211396,-0.432068,-0.220672,0.857078,-0.507566
26.000000,0.207285,-0.427882,-0.220597,0.908687,-0.407841
26.500000,0.210836,-0.431645,-0.220808,0.948831,-0.302975
27.000000,0.223441,-0.444191,-0.220750,0.977008,-0.194220
27.500000,0.231664,-0.452327,-0.220664,0.992765,-0.082894
28.000000,0.231419,-0.452013,-0.220595,0.995829,0.029533
28.500000,0.224716,-0.445220,-0.220504,0.986164,0.141536
29.000000,0.215954,-0.436443,-0.220489,0.963946,0.251664
29.500000,0.209847,-0.430523,-0.220677,0.929533,0.358541
30.000000,0.213032,-0.433753,-0.220721,0.883403,0.460909
