t,Hk,Hp,Hk+Hp,autocorr.re,autocorr.im
0.000000,2.006105,-3.892135,-1.886030,1.000000,0.000000
0.200000,1.868969,-3.754868,-1.885898,0.928653,0.370050
0.400000,1.826051,-3.711949,-1.885899,0.725252,0.687563
0.600000,1.794173,-3.680072,-1.885899,0.418686,0.907151
0.800000,1.788789,-3.674701,-1.885912,0.052595,0.997593
1.000000,1.782054,-3.667959,-1.885905,-0.320848,0.945944
1.200000,1.786051,-3.671965,-1.885913,-0.648554,0.759578
1.400000,1.780001,-3.665890,-1.885889,-0.883769,0.465050
1.600000,1.764541,-3.650446,-1.885905,-0.993113,0.104184
1.800000,1.782755,-3.668672,-1.885917,-0.961013,-0.271456
2.000000,1.797446,-3.683364,-1.885918,-0.791991,-0.608447
2.200000,1.833644,-3.719553,-1.885909,-0.510217,-0.858768
2.400000,1.814047,-3.699957,-1.885910,-0.155668,-0.986689
2.600000,1.805973,-3.691879,-1.885907,0.221073,-0.974120
2.800000,1.761611,-3.647499,-1.885888,0.566392,-0.822725
3.000000,1.805485,-3.691397,-1.885912,0.831206,-0.554263
3.200000,1.819552,-3.705452,-1.885900,0.977563,-0.206864
3.400000,1.831571,-3.717457,-1.885886,0.984749,0.170081
3.600000,1.841945,-3.727848,-1.885903,0.851724,0.522813
3.800000,1.847589,-3.733514,-1.885926,0.597406,0.801173
4.000000,1.829828,-3.715729,-1.885900,0.258058,0.965432
