t,Hk,Hp,Hk+Hp,autocorr.re,autocorr.im
0.000000,0.225776,-0.435981,-0.210205,1.000000,0.000000
0.500000,0.217610,-0.427773,-0.210163,0.993833,0.106015
1.000000,0.234243,-0.444410,-0.210167,0.976092,0.210480
1.500000,0.252083,-0.462245,-0.210162,0.947546,0.311933
2.000000,0.258018,-0.468161,-0.210142,0.908996,0.409544
2.500000,0.246667,-0.456799,-0.210132,0.860921,0.502800
3.000000,0.222875,-0.433002,-0.210126,0.803437,0.591064
3.500000,0.198383,-0.408517,-0.210135,0.736590,0.673292
4.000000,0.185270,-0.395421,-0.210151,0.660795,0.748060
4.500000,0.189830,-0.400002,-0.210172,0.577041,0.813954
5.000000,0.208398,-0.418574,-0.210176,0.486818,0.869989
5.500000,0.229536,-0.439711,-0.210176,0.391693,0.915773
6.000000,0.241313,-0.451461,-0.210148,0.292891,0.951361
6.500000,0.236362,-0.446502,-0.210140,0.191160,0.976850
7.000000,0.215334,-0.425460,-0.210126,0.087061,0.991985
7.500000,0.191943,-0.402073,-0.210130,-0.018681,0.996215
8.000000,0.176731,-0.386880,-0.210149,-0.124785,0.988878
8.500000,0.177777,-0.387944,-0.210167,-0.229608,0.969710
9.000000,0.195152,-0.405331,-0.210179,-0.331389,0.939113
9.500000,0.218342,-0.428510,-0.210168,-0.428676,0.897957
10.000000,0.232594,-0.442748,-0.210154,-0.520665,0.847214
10.500000,0.230758,-0.440893,-0.210135,-0.606899,0.787630
11.000000,0.214968,-0.425099,-0.210131,-0.686922,0.719546
11.500000,0.193990,-0.404122,-0.210132,-0.759853,0.643173
12.000000,0.176477,-0.386624,-0.210147,-0.824416,0.558893
12.500000,0.174621,-0.384801,-0.210180,-0.879333,0.467702
13.000000,0.188990,-0.399165,-0.210174,-0.923636,0.371128
13.500000,0.210614,-0.420786,-0.210171,-0.956968,0.270831
14.000000,0.226008,-0.436171,-0.210163,-0.979524,0.168150
14.500000,0.229672,-0.439822,-0.210150,-0.991612,0.064069
15.000000,0.218093,-0.428225,-0.210133,-0.993243,-0.040846
15.500000,0.196505,-0.406636,-0.210131,-0.984035,-0.145847
16.000000,0.177518,-0.387660,-0.210142,-0.963481,-0.249864
16.500000,0.172156,-0.382315,-0.210160,-0.931399,-0.351302
17.000000,0.183592,-0.393770,-0.210177,-0.888212,-0.448422
17.500000,0.206262,-0.416430,-0.210168,-0.834899,-0.539772
18.000000,0.225225,-0.435391,-0.210166,-0.772606,-0.624492
18.500000,0.231349,-0.441492,-0.210144,-0.702322,-0.702159
19.000000,0.220048,-0.430176,-0.210129,-0.624586,-0.772429
19.500000,0.195229,-0.405353,-0.210124,-0.539657,-0.834665
20.000000,0.173522,-0.383665,-0.210143,-0.448016,-0.887885
20.500000,0.166155,-0.376309,-0.210154,-0.350683,-0.930889
21.000000,0.174723,-0.384898,-0.210175,-0.249169,-0.962716
21.500000,0.193908,-0.404085,-0.210178,-0.145169,-0.983068
22.000000,0.215777,-0.425948,-0.210171,-0.040235,-0.992235
22.500000,0.227881,-0.438043,-0.210161,0.064616,-0.990687
23.000000,0.224432,-0.434567,-0.210135,0.168671,-0.978689
23.500000,0.205033,-0.415160,-0.210127,0.271370,-0.956077
24.000000,0.183280,-0.393422,-0.210142,0.371725,-0.922557
24.500000,0.172993,-0.383147,-0.210154,0.468251,-0.878054
25.000000,0.178280,-0.388446,-0.210166,0.559240,-0.822970
25.500000,0.197725,-0.407903,-0.210179,0.643281,-0.758345
26.000000,0.219797,-0.429968,-0.210171,0.719448,-0.685506
26.500000,0.233865,-0.444022,-0.210157,0.787420,-0.605620
27.000000,0.230543,-0.440677,-0.210134,0.846960,-0.519455
27.500000,0.216035,-0.426194,-0.210159,0.897713,-0.427442
28.000000,0.193898,-0.404033,-0.210136,0.938790,-0.330104
28.500000,0.179418,-0.389567,-0.210149,0.969144,-0.228367
29.000000,0.178051,-0.388218,-0.210167,0.987926,-0.123627
29.500000,0.196675,-0.406849,-0.210174,0.994986,-0.017702
30.000000,0.219750,-0.429924,-0.210174,0.990585,0.087772
