t,Hk,Hp,Hk+Hp,autocorr.re,autocorr.im
0.0,0.50377,-1.028089,-0.524319,1.0,0.0
0.2,0.535028,-1.05875,-0.523722,0.994206,0.105068
0.4,0.548108,-1.071737,-0.523629,0.977375,0.209149
0.6,0.557695,-1.081288,-0.523593,0.949666,0.310933
0.8,0.56547,-1.089018,-0.523548,0.911377,0.409259
1.0,0.571957,-1.095498,-0.523541,0.86293,0.503015
1.2,0.577637,-1.101151,-0.523514,0.80486,0.591152
1.4,0.582238,-1.105746,-0.523508,0.737822,0.672673
1.6,0.586988,-1.110494,-0.523506,0.662548,0.746665
1.8,0.59125,-1.114734,-0.523485,0.57988,0.812312
2.0,0.594559,-1.118024,-0.523465,0.490755,0.868875
2.2,0.596583,-1.12006,-0.523478,0.396174,0.91572
2.4,0.599652,-1.123115,-0.523462,0.297184,0.952304
2.6,0.60168,-1.125143,-0.523463,0.194892,0.978233
2.8,0.603728,-1.127204,-0.523476,0.090443,0.993205
3.0,0.607634,-1.131105,-0.523471,-0.015016,0.997045
3.2,0.609668,-1.133128,-0.52346,-0.120296,0.989739
3.4,0.611779,-1.135233,-0.523454,-0.224218,0.971355
3.6,0.61289,-1.136335,-0.523445,-0.325612,0.942107
3.8,0.615634,-1.139193,-0.523559,-0.423341,0.9023
4.0,0.617924,-1.141353,-0.523429,-0.516356,0.852388
4.2,0.61813,-1.141558,-0.523428,-0.603581,0.792955
4.4,0.618673,-1.142082,-0.523409,-0.684039,0.724648
4.6,0.618386,-1.141789,-0.523403,-0.756839,0.648234
4.8,0.617305,-1.140722,-0.523418,-0.821163,0.564575
5.0,0.615348,-1.13874,-0.523392,-0.87629,0.474603
5.2,0.61447,-1.137891,-0.523421,-0.921583,0.379325
5.4,0.612962,-1.136404,-0.523442,-0.956561,0.279794
5.6,0.613217,-1.136668,-0.523451,-0.980813,0.177131
5.8,0.615708,-1.139097,-0.523389,-0.994075,0.072448
6.0,0.61416,-1.137575,-0.523415,-0.996235,-0.033041
6.2,0.612975,-1.136378,-0.523402,-0.987239,-0.138163
6.4,0.61168,-1.135089,-0.523409,-0.967189,-0.241743
6.6,0.609247,-1.132668,-0.523421,-0.936319,-0.342629
6.8,0.607545,-1.130959,-0.523414,-0.894966,-0.439685
7.0,0.60635,-1.12977,-0.523421,-0.843594,-0.531825
7.2,0.603967,-1.127381,-0.523415,-0.782784,-0.618025
7.4,0.601764,-1.125177,-0.523413,-0.713213,-0.697312
7.6,0.599894,-1.123325,-0.523432,-0.635658,-0.768799
7.8,0.598299,-1.121729,-0.52343,-0.550979,-0.831688
8.0,0.596944,-1.120384,-0.52344,-0.460126,-0.88528
8.2,0.595032,-1.118487,-0.523455,-0.364121,-0.928981
8.4,0.593347,-1.116754,-0.523407,-0.264028,-0.962299
8.6,0.589777,-1.11315,-0.523373,-0.160985,-0.984871
8.8,0.587308,-1.110733,-0.523425,-0.056148,-0.996426
9.0,0.584432,-1.107854,-0.523422,0.049317,-0.996845
9.2,0.585461,-1.108913,-0.523452,0.154218,-0.986094
9.4,0.585078,-1.10853,-0.523451,0.257432,-0.964323
9.6,0.584079,-1.107527,-0.523448,0.357764,-0.931785
9.8,0.583369,-1.106829,-0.52346,0.454082,-0.888832
10.0,0.583119,-1.106564,-0.523446,0.545319,-0.835939
10.2,0.585167,-1.10867,-0.523503,0.630442,-0.773691
10.4,0.586212,-1.109696,-0.523484,0.708526,-0.702793
10.6,0.589216,-1.112699,-0.523483,0.778668,-0.624031
10.8,0.593512,-1.117037,-0.523525,0.840093,-0.538281
11.0,0.598945,-1.122468,-0.523523,0.892121,-0.446491
11.2,0.606122,-1.129636,-0.523514,0.934171,-0.34968
11.4,0.613079,-1.136511,-0.523432,0.96581,-0.248906
11.6,0.603558,-1.126972,-0.523413,0.986746,-0.145428
11.8,0.602029,-1.125454,-0.523425,0.996589,-0.040355
12.0,0.60102,-1.124466,-0.523446,0.995275,0.065163
12.2,0.599979,-1.123396,-0.523417,0.982825,0.169956
12.4,0.59911,-1.12253,-0.52342,0.959378,0.272838
12.6,0.598817,-1.122224,-0.523408,0.925193,0.372666
