t,Hk,Hp,Hk+Hp,autocorr.re,autocorr.im
0.000000,2.063181,-3.678653,-1.615472,1.000000,0.000000
0.200000,1.723389,-3.337171,-1.613781,0.940176,0.331696
0.400000,1.601934,-3.215800,-1.613865,0.772431,0.626144
0.600000,1.559547,-3.174094,-1.614547,0.515816,0.848051
0.800000,1.520159,-3.134595,-1.614436,0.200180,0.970624
1.000000,1.470443,-3.084679,-1.614236,-0.137618,0.979565
1.200000,1.446663,-3.061167,-1.614504,-0.459763,0.874047
1.400000,1.448086,-3.062708,-1.614622,-0.727530,0.666805
1.600000,1.528211,-3.142321,-1.614110,-0.909999,0.382779
1.800000,1.515070,-3.129546,-1.614476,-0.985036,0.053954
2.000000,1.361832,-2.976803,-1.614972,-0.943564,-0.281071
2.200000,1.410177,-3.025102,-1.614926,-0.792739,-0.584244
2.400000,1.426429,-3.041026,-1.614598,-0.548941,-0.818399
2.600000,1.435255,-3.049358,-1.614103,-0.240709,-0.956520
2.800000,1.514716,-3.129350,-1.614635,0.095980,-0.983058
3.000000,1.473667,-3.088024,-1.614357,0.421744,-0.893693
3.200000,1.509278,-3.123896,-1.614619,0.699370,-0.699965
3.400000,1.640920,-3.255994,-1.615074,0.896134,-0.424871
3.600000,1.582535,-3.197271,-1.614736,0.987220,-0.099576
3.800000,1.582716,-3.197069,-1.614354,0.963903,0.237712
4.000000,1.547548,-3.162187,-1.614640,0.827932,0.548442
