t,Hk,Hp,Hk+Hp,autocorr.re,autocorr.im
0.0,0.500081,-0.998617,-0.498535,1.0,0.0
0.2,0.498817,-0.99735,-0.498534,0.995029,0.099564
0.4,0.498263,-0.996797,-0.498534,0.980168,0.19814
0.6,0.497857,-0.996391,-0.498534,0.955566,0.294747
0.8,0.497508,-0.996042,-0.498534,0.921467,0.388424
1.0,0.497233,-0.995767,-0.498534,0.878209,0.478241
1.2,0.497019,-0.995554,-0.498534,0.826223,0.563305
1.4,0.496777,-0.995311,-0.498534,0.766025,0.64277
1.6,0.496491,-0.995025,-0.498534,0.698214,0.715846
1.8,0.496471,-0.995006,-0.498535,0.623463,0.781807
2.0,0.496467,-0.995001,-0.498535,0.542517,0.839997
2.2,0.496287,-0.994821,-0.498534,0.456178,0.889837
2.4,0.495914,-0.994448,-0.498534,0.365306,0.930833
2.6,0.495547,-0.994081,-0.498534,0.270803,0.962577
2.8,0.495261,-0.993796,-0.498534,0.173609,0.984753
3.0,0.495169,-0.993704,-0.498535,0.074689,0.997142
3.2,0.495281,-0.993816,-0.498535,-0.024971,0.99962
3.4,0.495482,-0.994017,-0.498535,-0.124384,0.992162
3.6,0.495778,-0.994313,-0.498535,-0.222559,0.974842
3.8,0.496143,-0.994678,-0.498535,-0.318522,0.947834
4.0,0.496488,-0.995023,-0.498535,-0.411318,0.911405
4.2,0.496725,-0.99526,-0.498535,-0.500025,0.865916
4.4,0.496964,-0.995499,-0.498535,-0.583761,0.811821
4.6,0.496968,-0.995503,-0.498535,-0.661694,0.749656
4.8,0.496879,-0.995413,-0.498534,-0.73305,0.680041
5.0,0.49687,-0.995404,-0.498535,-0.797121,0.603666
5.2,0.49674,-0.995274,-0.498534,-0.853267,0.521292
5.4,0.496417,-0.994951,-0.498534,-0.900931,0.433737
5.6,0.495985,-0.994519,-0.498534,-0.939641,0.34187
5.8,0.495599,-0.994133,-0.498534,-0.969009,0.246607
6.0,0.495308,-0.993842,-0.498534,-0.988746,0.148892
6.2,0.49492,-0.993454,-0.498534,-0.998654,0.049697
6.4,0.494401,-0.992935,-0.498534,-0.998636,-0.049991
6.6,0.493707,-0.992241,-0.498534,-0.988691,-0.149183
6.8,0.492936,-0.99147,-0.498534,-0.968918,-0.246892
7.0,0.492504,-0.991038,-0.498534,-0.939515,-0.342147
7.2,0.49216,-0.990694,-0.498534,-0.900774,-0.434
7.4,0.491856,-0.99039,-0.498534,-0.853079,-0.521539
7.6,0.491698,-0.990233,-0.498534,-0.796905,-0.603894
7.8,0.49146,-0.989994,-0.498534,-0.73281,-0.680246
8.0,0.491051,-0.989585,-0.498534,-0.661431,-0.749836
8.2,0.490727,-0.989261,-0.498534,-0.583477,-0.811973
8.4,0.490499,-0.989033,-0.498534,-0.499724,-0.866038
8.6,0.490267,-0.988802,-0.498534,-0.411004,-0.911494
8.8,0.49004,-0.988575,-0.498534,-0.318197,-0.94789
9.0,0.490014,-0.988549,-0.498535,-0.222228,-0.974864
9.2,0.490235,-0.98877,-0.498535,-0.12405,-0.992149
9.4,0.490471,-0.989006,-0.498535,-0.024639,-0.999571
9.6,0.49076,-0.989295,-0.498535,0.075017,-0.997057
9.8,0.491044,-0.989579,-0.498535,0.173926,-0.984633
10.0,0.491407,-0.989942,-0.498535,0.271107,-0.96242
10.2,0.491881,-0.990416,-0.498535,0.365594,-0.930641
10.4,0.492226,-0.990761,-0.498535,0.456446,-0.889612
10.6,0.492345,-0.990879,-0.498535,0.542761,-0.839739
10.8,0.492328,-0.990863,-0.498535,0.623682,-0.781519
11.0,0.492377,-0.990912,-0.498535,0.698404,-0.71553
11.2,0.492453,-0.990989,-0.498535,0.766184,-0.64243
11.4,0.492711,-0.991246,-0.498535,0.826348,-0.562943
11.6,0.493088,-0.991623,-0.498535,0.878299,-0.477861
11.8,0.4934,-0.991935,-0.498535,0.921518,-0.388029
12.0,0.49353,-0.992065,-0.498535,0.955578,-0.294339
12.2,0.493777,-0.992312,-0.498535,0.98014,-0.197723
12.4,0.494074,-0.992609,-0.498535,0.994959,-0.099141
12.6,0.494358,-0.992893,-0.498535,0.999889,0.000427
