t,Hk,Hp,Hk+Hp,autocorr.re,autocorr.im
0.000000,2.002102,-3.935730,-1.933628,1.000000,0.000000
0.200000,1.916038,-3.849565,-1.933526,0.925757,0.377807
0.400000,1.888023,-3.821560,-1.933538,0.714213,0.699607
0.600000,1.874325,-3.807853,-1.933529,0.396736,0.917600
0.800000,1.862672,-3.796206,-1.933534,0.020419,0.999423
1.000000,1.860915,-3.794445,-1.933530,-0.358905,0.932951
1.200000,1.869727,-3.803245,-1.933518,-0.684948,0.728050
1.400000,1.862992,-3.796522,-1.933530,-0.909329,0.415094
1.600000,1.871406,-3.804940,-1.933534,-0.998775,0.040553
1.800000,1.873703,-3.807232,-1.933530,-0.939998,-0.339996
2.000000,1.863461,-3.796992,-1.933531,-0.741700,-0.670115
2.200000,1.876174,-3.809708,-1.933534,-0.433356,-0.900814
2.400000,1.884756,-3.818294,-1.933539,-0.060701,-0.997837
2.600000,1.893070,-3.826605,-1.933535,0.320984,-0.946797
2.800000,1.908708,-3.842235,-1.933528,0.655053,-0.755285
3.000000,1.900653,-3.834180,-1.933527,0.891907,-0.451698
3.200000,1.882812,-3.816340,-1.933527,0.996437,-0.081053
3.400000,1.877627,-3.811154,-1.933526,0.953134,0.301594
3.600000,1.867599,-3.801133,-1.933534,0.768393,0.639500
3.800000,1.873158,-3.806691,-1.933532,0.469632,0.882545
4.000000,1.900747,-3.834276,-1.933529,0.101244,0.994636
