t,Hk,Hp,Hk+Hp,autocorr.re,autocorr.im
0.000000,2.002102,-4.063913,-2.061810,1.000000,0.000000
0.200000,2.099837,-4.160930,-2.061093,0.915920,0.401062
0.400000,2.130776,-4.191857,-2.061081,0.677974,0.734772
0.600000,2.146866,-4.207948,-2.061082,0.326130,0.944991
0.800000,2.154574,-4.215642,-2.061068,-0.080486,0.996386
1.000000,2.160733,-4.221812,-2.061079,-0.473546,0.880306
1.200000,2.153350,-4.214443,-2.061093,-0.787008,0.616271
1.400000,2.156786,-4.217866,-2.061080,-0.968182,0.248638
1.600000,2.140197,-4.201276,-2.061080,-0.986639,-0.160781
1.800000,2.133782,-4.194865,-2.061084,-0.839255,-0.543175
2.000000,2.138520,-4.199602,-2.061082,-0.550789,-0.834308
2.200000,2.125129,-4.186215,-2.061086,-0.169757,-0.985249
2.400000,2.117565,-4.178635,-2.061070,0.239804,-0.970616
2.600000,2.113809,-4.174893,-2.061083,0.609074,-0.792868
2.800000,2.105753,-4.166846,-2.061093,0.875998,-0.481887
3.000000,2.124194,-4.185283,-2.061089,0.995682,-0.089932
3.200000,2.139858,-4.200944,-2.061086,0.948042,0.317146
3.400000,2.151497,-4.212584,-2.061087,0.741075,0.670891
3.600000,2.158264,-4.219341,-2.061077,0.409545,0.911886
3.800000,2.139419,-4.200493,-2.061074,0.009172,0.999645
4.000000,2.114849,-4.175938,-2.061088,-0.392697,0.919401
