t,Hk,Hp,Hk+Hp,autocorr.re,autocorr.im
0.000000,2.016645,-3.727089,-1.710444,1.000000,0.000000
0.200000,1.745487,-3.455882,-1.710395,0.937127,0.343599
0.400000,1.644200,-3.354607,-1.710407,0.759076,0.645462
0.600000,1.612164,-3.322620,-1.710455,0.487690,0.867593
0.800000,1.581387,-3.291829,-1.710442,0.156640,0.981811
1.000000,1.535815,-3.246230,-1.710415,-0.193043,0.973941
1.200000,1.514646,-3.225092,-1.710446,-0.518967,0.845091
1.400000,1.513770,-3.224225,-1.710455,-0.779990,0.611552
1.600000,1.580719,-3.291137,-1.710418,-0.943935,0.302807
1.800000,1.567361,-3.277813,-1.710452,-0.989859,-0.043556
2.000000,1.440386,-3.150866,-1.710480,-0.911933,-0.384419
2.200000,1.490171,-3.200637,-1.710466,-0.721213,-0.678152
2.400000,1.508309,-3.218764,-1.710455,-0.440662,-0.887170
2.600000,1.519748,-3.230177,-1.710429,-0.105185,-0.985709
2.800000,1.584726,-3.295186,-1.710460,0.243665,-0.961852
3.000000,1.545754,-3.256196,-1.710442,0.562488,-0.817866
3.200000,1.581678,-3.292138,-1.710460,0.812207,-0.572278
3.400000,1.693296,-3.403781,-1.710485,0.961663,-0.255779
3.600000,1.641154,-3.351620,-1.710465,0.991124,0.092838
3.800000,1.637810,-3.348233,-1.710423,0.898107,0.430247
4.000000,1.617355,-3.327818,-1.710462,0.693516,0.715036
