t,Hk,Hp,Hk+Hp,autocorr.re,autocorr.im
0.0,0.500081,-1.00108,-0.500998,1.0,0.0
0.2,0.501003,-1.001981,-0.500978,0.994982,0.100035
0.4,0.501389,-1.002367,-0.500978,0.979981,0.199067
0.6,0.501679,-1.002657,-0.500978,0.955148,0.296102
0.8,0.501895,-1.002873,-0.500978,0.920732,0.390167
1.0,0.502096,-1.003074,-0.500978,0.877078,0.480317
1.2,0.502295,-1.003273,-0.500978,0.824623,0.565647
1.4,0.502419,-1.003396,-0.500977,0.763896,0.645302
1.6,0.502448,-1.003425,-0.500978,0.695504,0.718483
1.8,0.502721,-1.003699,-0.500978,0.620134,0.784454
2.0,0.502984,-1.003962,-0.500978,0.538542,0.842554
2.2,0.503021,-1.003999,-0.500978,0.451548,0.8922
2.4,0.502864,-1.003841,-0.500977,0.360022,0.932894
2.6,0.502656,-1.003633,-0.500977,0.264886,0.964228
2.8,0.502574,-1.003551,-0.500978,0.167092,0.985886
3.0,0.502607,-1.003584,-0.500978,0.067622,0.997653
3.2,0.502827,-1.003805,-0.500978,-0.032526,0.999409
3.4,0.503228,-1.004206,-0.500978,-0.132347,0.991136
3.6,0.503612,-1.00459,-0.500978,-0.23084,0.972919
3.8,0.504061,-1.005039,-0.500978,-0.327017,0.94494
4.0,0.504471,-1.005449,-0.500978,-0.419912,0.90748
4.2,0.504736,-1.005714,-0.500978,-0.508592,0.860914
4.4,0.505072,-1.00605,-0.500978,-0.59217,0.805709
4.6,0.505234,-1.006212,-0.500977,-0.669806,0.74242
4.8,0.505174,-1.006151,-0.500977,-0.740721,0.671682
5.0,0.505147,-1.006124,-0.500977,-0.804203,0.594204
5.2,0.505021,-1.005999,-0.500977,-0.859617,0.510765
5.4,0.504678,-1.005655,-0.500977,-0.906404,0.422201
5.6,0.504202,-1.005179,-0.500977,-0.944096,0.329401
5.8,0.50373,-1.004707,-0.500977,-0.972315,0.233296
6.0,0.503373,-1.00435,-0.500977,-0.990777,0.13485
6.2,0.502973,-1.003949,-0.500977,-0.999297,0.03505
6.4,0.502462,-1.003438,-0.500977,-0.99779,-0.065101
6.6,0.501894,-1.002871,-0.500977,-0.986272,-0.164599
6.8,0.50127,-1.002247,-0.500977,-0.964857,-0.262446
7.0,0.500779,-1.001756,-0.500977,-0.933761,-0.357659
7.2,0.500387,-1.001364,-0.500977,-0.893295,-0.449284
7.4,0.500017,-1.000995,-0.500977,-0.843867,-0.5364
7.6,0.499772,-1.000749,-0.500977,-0.785971,-0.618135
7.8,0.499436,-1.000413,-0.500977,-0.720188,-0.693668
8.0,0.498956,-0.999933,-0.500977,-0.647179,-0.76224
8.2,0.49858,-0.999557,-0.500977,-0.567678,-0.823164
8.4,0.498227,-0.999204,-0.500977,-0.48248,-0.875828
8.6,0.497898,-0.998876,-0.500977,-0.39244,-0.919704
8.8,0.497591,-0.998569,-0.500977,-0.298463,-0.954352
9.0,0.497493,-0.998471,-0.500978,-0.201491,-0.979424
9.2,0.497604,-0.998582,-0.500978,-0.102497,-0.994668
9.4,0.497743,-0.998721,-0.500978,-0.002474,-0.999932
9.6,0.49789,-0.998869,-0.500978,0.097573,-0.995163
9.8,0.498057,-0.999034,-0.500978,0.19664,-0.980409
10.0,0.498217,-0.999195,-0.500978,0.293736,-0.955816
10.2,0.498468,-0.999446,-0.500978,0.387884,-0.921633
10.4,0.498661,-0.999638,-0.500978,0.47814,-0.878203
10.6,0.498679,-0.999657,-0.500978,0.563599,-0.825961
10.8,0.498832,-0.99981,-0.500978,0.643403,-0.765431
11.0,0.498873,-0.99985,-0.500977,0.716751,-0.697221
11.2,0.498918,-0.999895,-0.500978,0.782907,-0.622016
11.4,0.499137,-1.000115,-0.500978,0.841208,-0.54057
11.6,0.499514,-1.000492,-0.500978,0.891067,-0.4537
11.8,0.499861,-1.000839,-0.500978,0.931985,-0.362277
12.0,0.500178,-1.001156,-0.500978,0.963552,-0.267219
12.2,0.500521,-1.001499,-0.500978,0.985451,-0.169479
12.4,0.501012,-1.001991,-0.500978,0.997461,-0.070039
12.6,0.501525,-1.002504,-0.500978,0.999463,0.030104
