t,Hk,Hp,Hk+Hp,autocorr.re,autocorr.im
0.0,0.50377,-1.016899,-0.513129,1.0,0.0
0.2,0.515595,-1.028333,-0.512737,0.994665,0.102527
0.4,0.521544,-1.034244,-0.5127,0.978836,0.204019
0.6,0.525943,-1.038632,-0.512689,0.952675,0.303366
0.8,0.529524,-1.042193,-0.512669,0.916455,0.399512
1.0,0.532493,-1.045163,-0.51267,0.870559,0.491437
1.2,0.5351,-1.047755,-0.512655,0.815468,0.578171
1.4,0.537165,-1.049822,-0.512657,0.751769,0.658792
1.6,0.539515,-1.052172,-0.512658,0.680126,0.732447
1.8,0.541538,-1.054181,-0.512643,0.601297,0.798365
2.0,0.542893,-1.055533,-0.512641,0.516123,0.855847
2.2,0.543632,-1.056273,-0.512641,0.425505,0.904282
2.4,0.544821,-1.057457,-0.512636,0.330396,0.943153
2.6,0.545788,-1.058431,-0.512643,0.231801,0.972053
2.8,0.546958,-1.059607,-0.512649,0.130763,0.990672
3.0,0.54902,-1.061671,-0.512651,0.02834,0.998812
3.2,0.550294,-1.062939,-0.512645,-0.07438,0.996397
3.4,0.551687,-1.064326,-0.512639,-0.176313,0.983448
3.6,0.552545,-1.065182,-0.512637,-0.276376,0.960104
3.8,0.55422,-1.066912,-0.512691,-0.373514,0.926604
4.0,0.555265,-1.067888,-0.512622,-0.466713,0.883308
4.2,0.555403,-1.068029,-0.512625,-0.554974,0.830681
4.4,0.555704,-1.068323,-0.512618,-0.637367,0.769271
4.6,0.555433,-1.068042,-0.512609,-0.713023,0.69973
4.8,0.554631,-1.067249,-0.512618,-0.781139,0.622797
5.0,0.553437,-1.06604,-0.512603,-0.840993,0.539282
5.2,0.552869,-1.065479,-0.51261,-0.89195,0.450063
5.4,0.551892,-1.064508,-0.512616,-0.933479,0.356083
5.6,0.551547,-1.064176,-0.512629,-0.965136,0.258338
5.8,0.551893,-1.064499,-0.512606,-0.986589,0.157852
6.0,0.550787,-1.0634,-0.512613,-0.997618,0.055699
6.2,0.54987,-1.062477,-0.512606,-0.998099,-0.047045
6.4,0.548979,-1.061592,-0.512613,-0.988027,-0.149294
6.6,0.54767,-1.060286,-0.512616,-0.967512,-0.249971
6.8,0.54652,-1.059132,-0.512611,-0.936771,-0.348008
7.0,0.545506,-1.058121,-0.512615,-0.896129,-0.442368
7.2,0.544082,-1.056697,-0.512615,-0.846015,-0.532055
7.4,0.542718,-1.05533,-0.512612,-0.786957,-0.616119
7.6,0.541461,-1.05408,-0.51262,-0.719583,-0.693672
7.8,0.540639,-1.05327,-0.512631,-0.644598,-0.763893
8.0,0.539999,-1.052625,-0.512627,-0.562796,-0.826043
8.2,0.539197,-1.051833,-0.512636,-0.475046,-0.879467
8.4,0.538494,-1.051109,-0.512615,-0.382271,-0.923599
8.6,0.537107,-1.049709,-0.512602,-0.285456,-0.957973
8.8,0.536108,-1.048729,-0.512621,-0.185624,-0.982223
9.0,0.534918,-1.047538,-0.512619,-0.08383,-0.996098
9.2,0.535189,-1.047823,-0.512634,0.018848,-0.999441
9.4,0.534994,-1.047622,-0.512629,0.121334,-0.992228
9.6,0.534434,-1.047062,-0.512627,0.222535,-0.974534
9.8,0.53414,-1.046775,-0.512634,0.321378,-0.946542
10.0,0.534208,-1.046838,-0.51263,0.416823,-0.908545
10.2,0.535114,-1.047773,-0.512659,0.507861,-0.860945
10.4,0.535751,-1.048397,-0.512646,0.593532,-0.804249
10.6,0.537285,-1.049934,-0.512649,0.672925,-0.739052
10.8,0.539449,-1.052119,-0.51267,0.745204,-0.666041
11.0,0.542187,-1.054845,-0.512658,0.809606,-0.585987
11.2,0.545731,-1.058404,-0.512673,0.865453,-0.499734
11.4,0.549193,-1.061829,-0.512636,0.912162,-0.408187
11.6,0.546085,-1.058705,-0.51262,0.949254,-0.312348
11.8,0.545746,-1.058372,-0.512626,0.976299,-0.213216
12.0,0.545593,-1.058225,-0.512633,0.993023,-0.111833
12.2,0.545376,-1.057993,-0.512617,0.99925,-0.009269
12.4,0.545201,-1.057827,-0.512626,0.994914,0.09339
12.6,0.545194,-1.057816,-0.512622,0.980061,0.195059
