nT,xi1,xi2,bd1,bd2
100.0,0.12125374309486456,0.10372693300155142,19.212265624506905,9.334360143228395
177.82794100389228,0.051647021707189746,0.03699845728905707,10.854387358478476,2.9794631629571304
316.22776601683796,0.04285430016745689,0.03773327002389104,6.079830893831299,0.934782100547628
562.341325190349,0.036430669929702356,0.034586929133518636,3.418552602225428,0.29553704180634727
1000.0,0.030742434401417242,0.030059519126544497,1.9212265624506906,0.09334360143228394
1778.2794100389228,0.03100772001526662,0.030795304003708435,1.080554872019511,0.029527116650159852
3162.2776601683795,0.03036024449851923,0.030291777211077783,0.6075985333493644,0.009335999544748452
5623.413251903491,0.03020150818699816,0.030179758276267284,0.341672872568147,0.0029522177429374126
10000.0,0.02972559220073649,0.02971860421854366,0.19212265624506902,0.0009334360143228395
17782.794100389227,0.029647078728884845,0.029644863175940894,0.10804333384606289,0.00029520474999919337
31622.776601683792,0.029672650528402667,0.029671950539756024,0.060756010450025,9.334818632180332e-05
56234.13251903491,0.02973003158739183,0.029729810666847104,0.03416485689175037,2.951797767442825e-05
100000.0,0.02971527286582704,0.029715202969589325,0.019212265624506904,9.334360143228395e-06
177827.94100389228,0.029713155640338027,0.029713133535631094,0.010803908081735002,2.951815095173953e-06
316227.7660168379,0.029710616027093305,0.029710609036361472,0.0060754665555145205,9.334405365715413e-07
562341.3251903491,0.02971873820097242,0.029718735990940482,0.0034164796137053683,2.9517872692037034e-07
1000000.0,0.02971516968892383,0.029715168989976375,0.0019212265624506905,9.334360143228394e-08
