nT,xi1,xi2,bd1,bd2
100.0,1.6761103913039592,1.6941597174124505,52036.821238694625,1194953.9474215035
177.82794100389228,1.7785137261045216,1.7844830294461727,29399.3340331608,381421.03080899594
316.22776601683796,1.5030620767846805,1.5007120373978424,16467.348493257792,119667.71625355547
562.341325190349,1.6127477293885082,1.6074479889891302,9259.22086097769,37833.675720339896
1000.0,1.3847681558279676,1.3841386839374186,5203.682123869462,11949.539474215035
1778.2794100389228,1.9747801298944807,1.9759598324434082,2926.705356507009,3779.9639242203593
3162.2776601683795,0.7850068308692122,0.7843145768978161,1645.693271305965,1195.1638181879773
5623.413251903491,1.8985966280601523,1.898726016637977,925.4280853404699,377.93316214931735
10000.0,0.47826630368434636,0.47811019886579303,520.3682123869462,119.49539474215034
17782.794100389227,0.6524342385668208,0.6524022640653724,292.63761803337434,37.79113682098723
31622.776601683792,0.7016620004104437,0.7016529934418677,164.55891859684596,11.950126416624114
56234.13251903491,0.7163542464929459,0.7163514870724906,92.53622583969594,3.7787939827398183
100000.0,0.7212631595688092,0.7212622978574976,52.03682123869462,1.1949539474215034
177827.94100389228,0.7227881217812807,0.7227878503162061,29.262609861660277,0.3778816165128749
316227.7660168379,0.7232871278555318,0.7232870421264788,16.455527592107764,0.1194959736654889
562341.3251903491,0.723362978322258,0.7233629512050602,9.25360612843357,0.037787805432409276
1000000.0,0.723443281558035,0.7234432729860806,5.203682123869462,0.011949539474215034
