nT,xi1,xi2,bd1,bd2
100.0,1.4289493942756368,1.430024536563957,829.4905796483176,1308.2180853196876
177.82794100389228,1.0873864206481199,1.084291364539773,468.63874556402124,417.57415982625923
316.22776601683796,0.46533663993078944,0.4608640524316276,262.4970188760499,131.0104635995521
562.341325190349,0.1416837268696169,0.1363207982558715,147.5961885495227,41.41975422422739
1000.0,0.13040099410517195,0.12772361852101902,82.94905796483177,13.082180853196876
1778.2794100389228,0.14710716194039136,0.14649114879747618,46.65301347853305,4.138249158632022
3162.2776601683795,0.1535209691769906,0.15334584729145723,26.2330986606046,1.3084478487619302
5623.413251903491,0.1555493536958334,0.1554956892191828,14.751744258373067,0.41375569228643716
10000.0,0.15659208990208387,0.15657534602450274,8.294905796483176,0.13082180853196876
17782.794100389227,0.15685551193049335,0.15685023583615237,4.664776626073094,0.04137318326006359
31622.776601683792,0.15689162478716254,0.15688995751191356,2.623143949302124,0.013082823429152422
56234.13251903491,0.1568568600205747,0.15685633268171206,1.475069494697723,0.004136968323829216
100000.0,0.1568766943644634,0.15687652764109383,0.8294905796483175,0.0013082180853196876
177827.94100389228,0.15688057811356584,0.1568805253934736,0.46645930013345416,0.0004136992608783826
316227.7660168379,0.15688355842201784,0.1568835417509663,0.2623085883394895,0.00013082244232876333
562341.3251903491,0.15687613882320933,0.1568761335509995,0.14750668716104956,4.136953610462609e-05
1000000.0,0.15687954215608602,0.1568795404889064,0.08294905796483175,1.3082180853196876e-05
