nT,xi1,xi2,bd1,bd2
100.0,0.19037664919813624,0.17943504958935794,103.22041087777477,1380.3029793388855
177.82794100389228,0.11405231759197611,0.10789142365555657,58.316616315126986,440.5831591620816
316.22776601683796,0.08047603491258859,0.07766724197882677,32.664686986637584,138.22934819528976
562.341325190349,0.04414481721007412,0.04250109854686489,18.366621152628962,43.702048458697504
1000.0,0.029077507493257607,0.028287735137427505,10.322041087777476,13.803029793388854
1778.2794100389228,0.009398421004492265,0.008601020359211165,5.8054224340705725,4.3662732590266655
3162.2776601683795,0.005307966679462727,0.004861192264841138,3.264402621055495,1.380545403111672
5623.413251903491,0.0018521171121114342,0.0014117403161109676,1.8356822137253206,0.43655428799689106
10000.0,0.000731755965575616,0.0002842567301290236,1.0322041087777476,0.13803029793388855
17782.794100389227,0.00043335257534333555,0.00020978014907171793,0.5804769479123538,0.04365291136045117
31622.776601683792,0.00031548915346579933,0.00023251699242810253,0.3264196157035443,0.013803707776299995
56234.13251903491,0.0003112414925185304,0.0002872158549953958,0.1835551639182252,0.004364921848192192
100000.0,0.0002810103868159294,0.00027280025717943857,0.10322041087777475,0.0013803029793388855
177827.94100389228,0.00027338420226976175,0.00027074171794091566,0.05804540979591106,0.0004364947471286367
316227.7660168379,0.00026913097795778205,0.00026828491662606784,0.03264123900798312,0.000138030966653893
562341.3251903491,0.00027641226542952517,0.00027615205303776753,0.018355483750566788,4.364906324095719e-05
1000000.0,0.0002727714973132347,0.00027268813896992047,0.010322041087777477,1.3803029793388854e-05
