nT,xi1,xi2,bd1,bd2
100.0,1.3111376401542811,1.3115393074069168,1685592.0057421345,1388097450.232323
177.82794100389228,1.2895532212004754,1.2830014997520405,952311.8676509234,443071100.3327022
316.22776601683796,1.3878265462433406,1.3909621393222942,533415.1916905489,139009919.3070344
562.341325190349,1.571670922724572,1.5745008759193793,299927.40315696347,43948830.75924579
1000.0,1.4955226097563805,1.496593278351685,168559.20057421346,13880974.502323227
1778.2794100389228,1.3186688385263128,1.3188881267842163,94802.69998549689,4390929.287695515
3162.2776601683795,1.3570825631982966,1.3571178041133003,53307.780067746186,1388341.2429545857
5623.413251903491,1.7151668830627738,1.7152700458695846,29976.738497992792,439019.4784240151
10000.0,1.0088991200701023,1.008813765152988,16855.920057421346,138809.74502323227
17782.794100389227,0.9119157390730893,0.911882628638696,9479.203721415672,43899.416187366645
31622.776601683792,0.13536869130644963,0.13525810754525783,5330.440850490591,13881.656313754735
56234.13251903491,0.2218879600702428,0.22186732374220258,2997.460621229389,4389.570245541996
100000.0,0.10696106054350829,0.10694733255549285,1685.5920057421345,1388.0974502323227
177827.94100389228,0.42244446167179966,0.4224434990905431,947.8830581082369,438.95960133279266
316227.7660168379,0.09937014067827742,0.0993686347387034,533.0322855866623,138.8104175194501
562341.3251903491,0.10616668817301086,0.10616624187484636,299.74552909038016,43.895546337820754
1000000.0,0.10816695395744295,0.10816681543116292,168.55920057421346,13.880974502323228
