t,Hk,Hp,Hk+Hp,autocorr.re,autocorr.im
0.000000,2.006105,-3.916781,-1.910676,1.000000,0.000000
0.200000,1.894156,-3.804560,-1.910404,0.927247,0.373879
0.400000,1.859331,-3.769733,-1.910401,0.719860,0.693525
0.600000,1.832658,-3.743065,-1.910407,0.407932,0.912371
0.800000,1.829634,-3.740045,-1.910411,0.036786,0.998653
1.000000,1.825049,-3.735459,-1.910410,-0.339607,0.939783
1.200000,1.827416,-3.737838,-1.910422,-0.666609,0.744326
1.400000,1.820872,-3.731261,-1.910389,-0.896642,0.440702
1.600000,1.807558,-3.717967,-1.910409,-0.996350,0.072958
1.800000,1.821836,-3.732249,-1.910413,-0.951241,-0.305344
2.000000,1.834052,-3.744474,-1.910422,-0.767837,-0.639274
2.200000,1.864511,-3.774919,-1.910408,-0.472860,-0.880276
2.400000,1.848112,-3.758527,-1.910416,-0.109081,-0.993271
2.600000,1.842019,-3.752430,-1.910411,0.270574,-0.961924
2.800000,1.807507,-3.717905,-1.910397,0.610949,-0.790709
3.000000,1.845580,-3.755997,-1.910416,0.862636,-0.504635
3.200000,1.856721,-3.767127,-1.910406,0.988901,-0.145214
3.400000,1.866835,-3.777223,-1.910388,0.971479,0.235372
3.600000,1.873639,-3.784041,-1.910402,0.812887,0.581755
3.800000,1.876357,-3.786784,-1.910427,0.536154,0.843649
4.000000,1.860762,-3.771166,-1.910404,0.181534,0.982935
