t,Hk,Hp,Hk+Hp,autocorr.re,autocorr.im
0.000000,2.002102,-4.059796,-2.057694,1.000000,0.000000
0.200000,2.093339,-4.150313,-2.056974,0.916281,0.400275
0.400000,2.122113,-4.179075,-2.056962,0.679277,0.733608
0.600000,2.137132,-4.194095,-2.056963,0.328632,0.944166
0.800000,2.144173,-4.201124,-2.056950,-0.076977,0.996711
1.000000,2.150107,-4.207067,-2.056961,-0.469678,0.882435
1.200000,2.143392,-4.200366,-2.056974,-0.783766,0.620473
1.400000,2.146559,-4.203521,-2.056962,-0.966671,0.254650
1.600000,2.130960,-4.187922,-2.056962,-0.987799,-0.153788
1.800000,2.124813,-4.181778,-2.056965,-0.843594,-0.536487
2.000000,2.129140,-4.186104,-2.056964,-0.558183,-0.829426
2.200000,2.116802,-4.173770,-2.056968,-0.179358,-0.983579
2.400000,2.109733,-4.166685,-2.056953,0.229482,-0.973137
2.600000,2.106315,-4.163280,-2.056965,0.599926,-0.799844
2.800000,2.098922,-4.155896,-2.056974,0.869985,-0.492713
3.000000,2.115969,-4.172939,-2.056970,0.994435,-0.103136
3.200000,2.130614,-4.187582,-2.056968,0.952473,0.303708
3.400000,2.141538,-4.198506,-2.056968,0.751115,0.659698
3.600000,2.148067,-4.205025,-2.056959,0.424042,0.905285
3.800000,2.130869,-4.187825,-2.056956,0.025991,0.999387
4.000000,2.107526,-4.164496,-2.056970,-0.376370,0.926238
