6
64
000000,-0.0003550462190497832,0.0
000001,0.0003550462190497732,-0.4441585418461985
000010,-0.00035504621904978317,-0.42080626035089236
000011,0.00035504621904976967,-0.27754568004736435
000100,-0.0003550462190497864,-0.1674085248381489
000101,0.00035504621904979043,-0.10661362637647026
000110,-0.0003550462190497801,-0.06749082751067245
000111,0.000355046219049781,-0.04735437812215859
001000,-0.00035504621904978344,-0.031864366817198356
001001,0.0003550462190497976,-0.024434984084367305
001010,-0.0003550462190497754,-0.017071846536976486
001011,0.00035504621904978767,-0.014097384168216038
001100,-0.00035504621904976355,-0.010025597950854701
001101,0.0003550462190497818,-0.008817836385006302
001110,-0.0003550462190497614,-0.00629271460815843
001111,0.0003550462190498351,-0.0058477335000279955
010000,-0.0003550462190497832,-0.004145477554265739
010001,0.0003550462190497697,-0.004042907434186142
010010,-0.00035504621904981873,-0.0028264128250356816
010011,0.00035504621904976273,-0.002873575309471993
010100,-0.00035504621904979857,-0.0019702878366567606
010101,0.0003550462190497731,-0.0020722503095311623
010110,-0.000355046219049787,-0.0013867135548444043
010111,0.00035504621904978794,-0.0014937385563077513
011000,-0.000355046219049783,-0.0009696209519084592
011001,0.0003550462190497782,-0.0010540290127648982
011010,-0.00035504621904978187,-0.0006562121253858647
011011,0.0003550462190497984,-0.0007014185772834317
011100,-0.00035504621904978203,-0.0004069147207668711
011101,0.00035504621904977997,-0.0004018561979096946
011110,-0.00035504621904977797,-0.00019487718104621576
011111,0.0003550462190497855,-0.0001309330611548587
100000,-0.0003550462190497832,0.0
100001,0.0003550462190497871,0.00013093306115483094
100010,-0.0003550462190497849,0.00019487718104616025
100011,0.0003550462190497905,0.00040185619790966687
100100,-0.00035504621904978295,0.0004069147207668572
100101,0.0003550462190497835,0.0007014185772834247
100110,-0.00035504621904979396,0.0006562121253858785
100111,0.0003550462190497671,0.0010540290127648844
101000,-0.000355046219049783,0.0009696209519084592
101001,0.0003550462190497783,0.0014937385563077634
101010,-0.00035504621904978247,0.001386713554844432
101011,0.00035504621904975406,0.002072250309531178
101100,-0.00035504621904979304,0.0019702878366567485
101101,0.00035504621904979125,0.002873575309471967
101110,-0.00035504621904980095,0.0028264128250356643
101111,0.0003550462190497564,0.004042907434186154
110000,-0.0003550462190497832,0.004145477554265739
110001,0.0003550462190497975,0.005847733500028011
110010,-0.0003550462190497632,0.00629271460815842
110011,0.0003550462190497905,0.0088178363850063
110100,-0.0003550462190497847,0.010025597950854727
110101,0.0003550462190497731,0.014097384168216036
110110,-0.000355046219049787,0.017071846536976507
110111,0.00035504621904978794,0.02443498408436732
111000,-0.00035504621904978344,0.031864366817198356
111001,0.0003550462190497977,0.04735437812215858
111010,-0.000355046219049776,0.06749082751067242
111011,0.00035504621904979884,0.10661362637647023
111100,-0.00035504621904977455,0.1674085248381489
111101,0.0003550462190497792,0.27754568004736435
111110,-0.0003550462190497774,0.42080626035089236
111111,0.00035504621904977824,0.4441585418461985
