t,Hk,Hp,Hk+Hp,autocorr.re,autocorr.im
0.000000,2.002102,-3.964726,-1.962624,1.000000,0.000000
0.200000,1.950808,-3.913227,-1.962420,0.923785,0.382810
0.400000,1.934507,-3.896940,-1.962432,0.706808,0.707298
0.600000,1.926922,-3.889343,-1.962421,0.382131,0.923997
0.800000,1.919322,-3.881745,-1.962423,-0.000773,0.999874
1.000000,1.919445,-3.881866,-1.962421,-0.383551,0.923376
1.200000,1.925404,-3.887819,-1.962415,-0.707867,0.706159
1.400000,1.921157,-3.883579,-1.962422,-0.924294,0.381318
1.600000,1.924981,-3.887405,-1.962424,-0.999858,-0.001633
1.800000,1.925333,-3.887754,-1.962421,-0.923037,-0.384331
2.000000,1.918678,-3.881100,-1.962422,-0.705533,-0.708463
2.200000,1.926675,-3.889101,-1.962425,-0.380509,-0.924631
2.400000,1.931547,-3.893974,-1.962427,0.002507,-0.999880
2.600000,1.937087,-3.899513,-1.962425,0.385151,-0.922748
2.800000,1.947248,-3.909669,-1.962420,0.709102,-0.704996
3.000000,1.942431,-3.904851,-1.962420,0.924984,-0.379800
3.200000,1.932007,-3.894427,-1.962420,0.999906,0.003289
3.400000,1.929591,-3.892011,-1.962420,0.922455,0.385871
3.600000,1.924557,-3.886980,-1.962423,0.704421,0.709651
3.800000,1.928828,-3.891248,-1.962421,0.379033,0.925292
4.000000,1.943344,-3.905765,-1.962421,-0.004098,0.999922
