t,Hk,Hp,Hk+Hp,autocorr.re,autocorr.im
0.000000,2.002102,-3.905341,-1.903239,1.000000,0.000000
0.200000,1.882520,-3.785641,-1.903122,0.927784,0.372459
0.400000,1.842565,-3.745699,-1.903134,0.721901,0.691318
0.600000,1.822481,-3.725607,-1.903126,0.412001,0.910483
0.800000,1.806612,-3.709743,-1.903131,0.042744,0.998319
1.000000,1.802755,-3.705882,-1.903127,-0.332626,0.942182
1.200000,1.814191,-3.717303,-1.903112,-0.659981,0.750173
1.400000,1.804740,-3.707868,-1.903128,-0.892102,0.449930
1.600000,1.817579,-3.720711,-1.903133,-0.995562,0.084813
1.800000,1.821930,-3.725057,-1.903127,-0.955398,-0.292517
2.000000,1.807750,-3.710880,-1.903129,-0.777371,-0.627705
2.200000,1.824974,-3.728107,-1.903132,-0.487256,-0.872401
2.400000,1.837648,-3.740785,-1.903137,-0.126859,-0.991267
2.600000,1.848888,-3.752022,-1.903134,0.251877,-0.967180
2.800000,1.870324,-3.773449,-1.903125,0.594312,-0.803648
3.000000,1.860144,-3.763268,-1.903124,0.851005,-0.524214
3.200000,1.834545,-3.737669,-1.903124,0.985009,-0.169117
3.400000,1.826935,-3.730057,-1.903122,0.976999,0.210313
3.600000,1.811084,-3.714216,-1.903133,0.828070,0.559435
3.800000,1.815987,-3.719118,-1.903131,0.559713,0.827938
4.000000,1.857821,-3.760947,-1.903126,0.210757,0.977038
