t,Hk,Hp,Hk+Hp,autocorr.re,autocorr.im
0.0,0.50377,-1.00571,-0.501939,1.0,0.0
0.2,0.503446,-1.005129,-0.501683,0.994948,0.10031
0.4,0.504319,-1.005996,-0.501678,0.979859,0.19961
0.6,0.504992,-1.006671,-0.50168,0.954884,0.296898
0.8,0.505558,-1.007232,-0.501674,0.920272,0.39119
1.0,0.505993,-1.007671,-0.501678,0.876376,0.481534
1.2,0.506385,-1.008055,-0.501669,0.823636,0.56702
1.4,0.506601,-1.008275,-0.501674,0.762586,0.646783
1.6,0.507207,-1.008884,-0.501677,0.69384,0.720018
1.8,0.507633,-1.0093,-0.501667,0.618094,0.785988
2.0,0.507589,-1.009261,-0.501672,0.536111,0.844025
2.2,0.507335,-1.009001,-0.501666,0.448721,0.893545
2.4,0.507223,-1.008891,-0.501668,0.356803,0.934046
2.6,0.507376,-1.009053,-0.501677,0.261285,0.965121
2.8,0.507811,-1.009488,-0.501677,0.163133,0.986455
3.0,0.50861,-1.010293,-0.501683,0.063335,0.997832
3.2,0.509296,-1.010977,-0.501681,-0.037103,0.99914
3.4,0.510125,-1.011801,-0.501676,-0.137165,0.990364
3.6,0.510702,-1.012379,-0.501677,-0.23584,0.971594
3.8,0.511482,-1.013173,-0.501691,-0.332135,0.943016
4.0,0.511734,-1.013399,-0.501664,-0.425079,0.904921
4.2,0.511749,-1.013418,-0.501669,-0.513733,0.857695
4.4,0.511833,-1.013501,-0.501667,-0.597202,0.801813
4.6,0.511515,-1.013173,-0.501658,-0.674642,0.737841
4.8,0.51084,-1.012502,-0.501663,-0.745272,0.666423
5.0,0.510111,-1.011768,-0.501658,-0.808378,0.58828
5.2,0.509665,-1.011318,-0.501653,-0.863325,0.504199
5.4,0.50892,-1.01057,-0.501651,-0.909559,0.415028
5.6,0.508091,-1.009751,-0.50166,-0.946612,0.321669
5.8,0.507072,-1.00873,-0.501658,-0.974112,0.225062
6.0,0.50615,-1.007808,-0.501658,-0.991781,0.126184
6.2,0.505367,-1.007023,-0.501655,-0.999441,0.026033
6.4,0.504701,-1.006363,-0.501662,-0.997013,-0.07438
6.6,0.504057,-1.005718,-0.501661,-0.984523,-0.174044
6.8,0.503241,-1.004897,-0.501657,-0.962098,-0.271952
7.0,0.502349,-1.00401,-0.501661,-0.929964,-0.367114
7.2,0.50152,-1.003182,-0.501662,-0.888445,-0.45857
7.4,0.500675,-1.002334,-0.501659,-0.837958,-0.545397
7.6,0.499816,-1.001479,-0.501662,-0.779015,-0.62672
7.8,0.499485,-1.001162,-0.501677,-0.712209,-0.701718
8.0,0.499315,-1.000985,-0.50167,-0.638214,-0.769634
8.2,0.499221,-1.000896,-0.501675,-0.55778,-0.829783
8.4,0.499167,-1.000837,-0.50167,-0.471716,-0.881556
8.6,0.499216,-1.000885,-0.501669,-0.380891,-0.924431
8.8,0.499265,-1.000938,-0.501673,-0.28622,-0.957977
9.0,0.499237,-1.000909,-0.501671,-0.188662,-0.981856
9.2,0.499173,-1.000846,-0.501673,-0.089198,-0.995825
9.4,0.499063,-1.00073,-0.501667,0.011166,-0.999746
9.6,0.49884,-1.00051,-0.50167,0.111416,-0.993578
9.8,0.498875,-1.000548,-0.501674,0.210541,-0.977382
10.0,0.49921,-1.000885,-0.501675,0.307539,-0.951321
10.2,0.499507,-1.001192,-0.501685,0.401434,-0.915658
10.4,0.499834,-1.001511,-0.501677,0.491277,-0.870755
10.6,0.500455,-1.002134,-0.501679,0.576162,-0.817063
10.8,0.501208,-1.002894,-0.501685,0.655231,-0.755124
11.0,0.50208,-1.003748,-0.501668,0.727688,-0.685564
11.2,0.50309,-1.004776,-0.501685,0.7928,-0.609084
11.4,0.50407,-1.005746,-0.501676,0.849912,-0.526455
11.6,0.504609,-1.006285,-0.501675,0.898449,-0.438514
11.8,0.505081,-1.006757,-0.501677,0.937916,-0.346149
12.0,0.5055,-1.007176,-0.501676,0.967918,-0.250291
12.2,0.505833,-1.007503,-0.50167,0.988149,-0.151906
12.4,0.506139,-1.007816,-0.501677,0.998408,-0.051988
12.6,0.506381,-1.008058,-0.501678,0.99859,0.048455
