t,Hk,Hp,Hk+Hp,autocorr.re,autocorr.im
0.000000,0.225776,-0.463396,-0.237620,1.000000,0.000000
0.500000,0.238444,-0.475830,-0.237386,0.991291,0.119049
1.000000,0.188601,-0.426031,-0.237430,0.967887,0.234588
1.500000,0.170788,-0.408301,-0.237513,0.932765,0.345481
2.000000,0.219122,-0.456649,-0.237527,0.886462,0.452850
2.500000,0.286821,-0.524257,-0.237436,0.827016,0.556080
3.000000,0.301317,-0.538656,-0.237340,0.753540,0.651516
3.500000,0.249804,-0.487162,-0.237358,0.668593,0.735472
4.000000,0.196545,-0.433996,-0.237451,0.576034,0.807449
4.500000,0.205918,-0.443442,-0.237525,0.477394,0.869195
5.000000,0.272422,-0.509904,-0.237482,0.371501,0.920859
5.500000,0.324000,-0.561376,-0.237377,0.258025,0.959620
6.000000,0.302034,-0.539358,-0.237324,0.139995,0.982572
6.500000,0.234357,-0.471742,-0.237385,0.021775,0.989970
7.000000,0.202910,-0.440397,-0.237486,-0.094572,0.984422
7.500000,0.243429,-0.480938,-0.237509,-0.209977,0.967214
8.000000,0.311876,-0.549311,-0.237435,-0.324606,0.936575
8.500000,0.334191,-0.571542,-0.237351,-0.435622,0.890441
9.000000,0.281471,-0.518807,-0.237336,-0.538758,0.829985
9.500000,0.218842,-0.456272,-0.237430,-0.631973,0.758824
10.000000,0.219285,-0.456795,-0.237510,-0.716454,0.679168
10.500000,0.284766,-0.522253,-0.237487,-0.793018,0.590250
11.000000,0.341482,-0.578865,-0.237383,-0.859471,0.490853
11.500000,0.321225,-0.558551,-0.237326,-0.912074,0.382812
12.000000,0.254145,-0.491505,-0.237360,-0.949409,0.270326
12.500000,0.212852,-0.450326,-0.237474,-0.973380,0.156352
13.000000,0.245747,-0.483259,-0.237512,-0.985749,0.040697
13.500000,0.316725,-0.554175,-0.237450,-0.985272,-0.077532
14.000000,0.350324,-0.587656,-0.237332,-0.969174,-0.196554
14.500000,0.301395,-0.538731,-0.237335,-0.937107,-0.311896
15.000000,0.230085,-0.467496,-0.237411,-0.891830,-0.420455
15.500000,0.217283,-0.454789,-0.237506,-0.836171,-0.522256
16.000000,0.273011,-0.510507,-0.237495,-0.769865,-0.618538
16.500000,0.331644,-0.569040,-0.237396,-0.691107,-0.707849
17.000000,0.325335,-0.562657,-0.237322,-0.600211,-0.786317
17.500000,0.258285,-0.495647,-0.237363,-0.500786,-0.851203
18.000000,0.209555,-0.447019,-0.237464,-0.396404,-0.903186
18.500000,0.231586,-0.469104,-0.237517,-0.287819,-0.944187
19.000000,0.300183,-0.537649,-0.237467,-0.173779,-0.973610
19.500000,0.342813,-0.580177,-0.237364,-0.054886,-0.988425
20.000000,0.307128,-0.544447,-0.237319,0.064997,-0.986821
20.500000,0.234957,-0.472354,-0.237397,0.181779,-0.970376
21.000000,0.213473,-0.450967,-0.237494,0.294449,-0.941918
21.500000,0.267356,-0.504851,-0.237495,0.404230,-0.901999
22.000000,0.329170,-0.566577,-0.237407,0.510613,-0.848721
22.500000,0.325639,-0.562950,-0.237311,0.609996,-0.781025
23.000000,0.258443,-0.495804,-0.237361,0.698409,-0.701333
23.500000,0.203536,-0.440989,-0.237452,0.775272,-0.613287
24.000000,0.216975,-0.454483,-0.237507,0.842297,-0.518499
24.500000,0.279147,-0.516615,-0.237468,0.899716,-0.415892
25.000000,0.320040,-0.557424,-0.237384,0.944622,-0.304995
25.500000,0.290563,-0.527890,-0.237327,0.973974,-0.188663
26.000000,0.225167,-0.462565,-0.237398,0.987772,-0.071299
26.500000,0.194710,-0.432201,-0.237492,0.988646,0.045049
27.000000,0.236839,-0.474360,-0.237522,0.977817,0.161092
27.500000,0.294127,-0.531565,-0.237438,0.953600,0.277212
28.000000,0.305732,-0.543084,-0.237353,0.913711,0.390448
28.500000,0.254810,-0.492179,-0.237369,0.859044,0.496480
29.000000,0.202323,-0.439760,-0.237437,0.792974,0.593359
29.500000,0.200805,-0.438325,-0.237520,0.718096,0.682166
30.000000,0.262545,-0.500030,-0.237485,0.633524,0.763589
